,name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha
718,winged-kobold,https://www.aidedd.org/dnd/monstres.php?vo=winged-kobold,1/4,humanoid (kobold),Small,13,7,fly,lawful evil,,Monster Manual (BR),7.0,16.0,9.0,8.0,7.0,8.0
719,winter-eladrin,,10,fey (elf),Medium,19,127,,chaotic neutral,,Mordenkainen's Tome of Foes,,,,,,
720,winter-wolf,https://www.aidedd.org/dnd/monstres.php?vo=winter-wolf,3,monstrosity,Large,13,75,,neutral evil,,Monster Manual (SRD),18.0,13.0,14.0,7.0,12.0,8.0
721,wolf,https://www.aidedd.org/dnd/monstres.php?vo=wolf,1/4,beast,Medium,13,11,,unaligned,,Monster Manual (SRD),12.0,15.0,12.0,3.0,12.0,6.0
722,wood-woad,,5,plant,Medium,18,75,,lawful neutral,,Volo's Guide to Monsters,,,,,,
723,worg,https://www.aidedd.org/dnd/monstres.php?vo=worg,1/2,monstrosity,Large,13,26,,neutral evil,,Monster Manual (SRD),16.0,13.0,13.0,7.0,11.0,8.0
724,wraith,https://www.aidedd.org/dnd/monstres.php?vo=wraith,5,undead,Medium,13,67,fly,neutral evil,,Monster Manual (SRD),6.0,16.0,16.0,12.0,14.0,15.0
725,wyvern,https://www.aidedd.org/dnd/monstres.php?vo=wyvern,6,dragon,Large,13,110,fly,unaligned,,Monster Manual (SRD),19.0,10.0,16.0,5.0,12.0,6.0
726,xorn,https://www.aidedd.org/dnd/monstres.php?vo=xorn,5,elemental,Medium,19,73,,neutral,,Monster Manual (SRD),17.0,10.0,22.0,11.0,10.0,11.0
727,xvart,,1/8,humanoid (xvart),Small,13,7,,chaotic evil,,Volo's Guide to Monsters,,,,,,
728,xvart-warlock-of-raxivort,,1,humanoid (xvart),Small,12,22,,chaotic evil,,Volo's Guide to Monsters,,,,,,
729,yagnoloth,,11,fiend (yugoloth),Large,17,147,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
730,yan-c-bin,,18,elemental,Huge,22,283,fly,neutral evil,,Adventures (Princes of the Apocalypse),,,,,,
731,yeenoghu,,24,fiend (demon),Huge,20,333,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
732,yellow-musk-creeper,,2,plant,Medium,6,60,,unaligned,,Adventures (Tomb of Annihilation),,,,,,
733,yellow-musk-zombie,,1/4,undead,Medium,9,33,,unaligned,,Adventures (Tomb of Annihilation),,,,,,
734,yeth-hound,,4,fey,Large,14,51,fly,neutral evil,,Volo's Guide to Monsters,,,,,,
735,yeti,https://www.aidedd.org/dnd/monstres.php?vo=yeti,3,monstrosity,Large,12,51,,chaotic evil,,Monster Manual (SRD),18.0,13.0,16.0,8.0,12.0,7.0
736,yochlol,,10,"fiend (demon, shapechanger)",Medium,15,136,,chaotic evil,,Monster Manual,,,,,,
737,young-black-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-black-dragon,7,dragon,Large,18,127,"fly, swim",chaotic evil,,Monster Manual (SRD),19.0,14.0,17.0,12.0,11.0,15.0
738,young-blue-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-blue-dragon,9,dragon,Large,18,152,fly,lawful evil,,Monster Manual (SRD),21.0,10.0,19.0,14.0,13.0,17.0
739,young-brass-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-brass-dragon,6,dragon,Large,17,110,fly,chaotic good,,Monster Manual (SRD),19.0,10.0,17.0,12.0,11.0,15.0
740,young-bronze-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-bronze-dragon,8,dragon,Large,18,142,"fly, swim",lawful good,,Monster Manual (SRD),21.0,10.0,19.0,14.0,13.0,17.0
741,young-copper-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-copper-dragon,7,dragon,Large,17,119,fly,chaotic good,,Monster Manual (SRD),19.0,12.0,17.0,16.0,13.0,15.0
742,young-gold-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-gold-dragon,10,dragon,Large,18,178,"fly, swim",lawful good,,Monster Manual (SRD),23.0,14.0,21.0,16.0,13.0,20.0
743,young-green-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-green-dragon,8,dragon,Large,18,136,"fly, swim",lawful evil,,Monster Manual (SRD),19.0,12.0,17.0,16.0,13.0,15.0
744,young-kruthik,,1/8,monstrosity,Small,16,9,,unaligned,,Mordenkainen's Tome of Foes,,,,,,
745,young-red-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-red-dragon,10,dragon,Large,18,178,fly,chaotic evil,,Monster Manual (SRD),23.0,10.0,21.0,14.0,11.0,19.0
746,young-red-shadow-dragon,,13,dragon,Large,18,178,fly,chaotic evil,,Monster Manual,,,,,,
747,young-remorhaz,,5,monstrosity,Large,14,93,,unaligned,,Monster Manual,,,,,,
748,young-silver-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-silver-dragon,9,dragon,Large,18,168,fly,lawful good,,Monster Manual (SRD),23.0,10.0,21.0,14.0,11.0,19.0
749,young-white-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-white-dragon,6,dragon,Large,17,133,"fly, swim",chaotic evil,,Monster Manual (SRD),18.0,10.0,18.0,6.0,11.0,12.0
750,yuan-ti-abomination,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-abomination,7,"monstrosity (shapechanger, yuan-ti)",Large,15,127,,neutral evil,,Monster Manual (BR),19.0,16.0,17.0,17.0,15.0,18.0
751,yuan-ti-anathema,,12,"monstrosity (shapechanger, yuan-ti)",Huge,16,189,swim,neutral evil,,Volo's Guide to Monsters,,,,,,
752,yuan-ti-broodguard,,2,humanoid (yuan-ti),Medium,14,45,,neutral evil,,Volo's Guide to Monsters,,,,,,
753,yuan-ti-malison,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-malison,3,"monstrosity (shapechanger, yuan-ti)",Medium,12,66,,neutral evil,,Monster Manual (BR),16.0,14.0,13.0,14.0,12.0,16.0
754,yuan-ti-mind-whisperer,,4,"monstrosity (shapechanger, yuan-ti)",Medium,14,71,,neutral evil,,Volo's Guide to Monsters,,,,,,
755,yuan-ti-nightmare-speaker,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-nightmare-speaker,4,"monstrosity (shapechanger, yuan-ti)",Medium,14,71,,neutral evil,,Volo's Guide to Monsters,16.0,14.0,13.0,14.0,12.0,16.0
756,yuan-ti-pit-master,,5,"monstrosity (shapechanger, yuan-ti)",Medium,14,88,,neutral evil,,Volo's Guide to Monsters,,,,,,
757,yuan-ti-pureblood,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-pureblood,1,humanoid (yuan-ti),Medium,11,40,,neutral evil,,Monster Manual (BR),11.0,12.0,11.0,13.0,12.0,14.0
758,zaratan,,22,elemental,Gargantuan,21,307,swim,neutral,,Mordenkainen's Tome of Foes,,,,,,
759,zariel,https://www.aidedd.org/dnd/monstres.php?vo=zariel,26,fiend (devil),Large,21,580,fly,lawful evil,Legendary,Mordenkainen's Tome of Foes,27.0,24.0,28.0,26.0,27.0,30.0
760,zombie,https://www.aidedd.org/dnd/monstres.php?vo=zombie,1/4,undead,Medium,8,22,,neutral evil,,Monster Manual (SRD),13.0,6.0,16.0,3.0,6.0,5.0
761,zuggtmoy,,23,fiend (demon),Large,18,304,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
