,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,name_missing,isNamedCreature_missing,isNpc_missing,ac_missing,hp/average_missing,hp/formula_missing,alignment_missing,type_missing,swarm_missing,size_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,initiative/advantageMode_missing,passive_missing,senseTags_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,conditionInflict_missing,damageTags_missing,savingThrowForced_missing,legendaryActions_missing,legendary_missing,vulnerable_missing,languages_missing,languageTags_missing,environment_missing,miscTags_missing,source_missing,summonedBySpell_missing,summonedBySpellLevel_missing,variant_missing,reprinted_missing,sidekickHidden_missing
26,Demon Lord Akyishigal,0,0,15,18,138,12d10 + 72,C E,fiend,demon,,L,21,17,22,19,14,20,9,-1,6,10,7,9,-1,-1,-1,6,-1,7,-1,11,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,0,16,"SD, U",40,,20,,40,,40,,-1,True,"[""Legendary Resistances"",""Magic Resistance""]",Cha,P,O,"[""blinded"",""poisoned"",""stunned""]","[""constitution""]",True,"[""Multiattack"",""Shapechanger""]",True,False,"[""poisoned""]","I,P,S","[""constitution""]",-1,1,,,,False,"[""acid"",""fire"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""lightning"",""poison""]","[""poisoned""]","[""Abyssal"",""Common"",""Draconic"",""Elvish"",""Infernal"",""telepathy 60 ft.""]","AB,C,DR,E,I,TP",,"planar, urban","AOE, MW, RCH",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
27,Alyxian the Dispossessed,0,0,16,15,153,18d8 + 72,L E,humanoid,Human,,M,19,15,18,13,14,20,-1,-1,7,9,-1,9,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,0,17,SD,30,,-1,,-1,,-1,,-1,True,"[""Legendary Resistances""]",,,,,,True,"[""Multiattack"",""Parry""]",True,True,"[""exhaustion"",""petrified""]","O,P,R","[""charisma"",""constitution""]",-1,1,,"[""dexterity"",""wisdom""]",,False,,,,"[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""stunned""]","[""Celestial"",""Common"",""Elvish"",""telepathy 120 ft.""]","C,CE,E,TP",spear,,"AOE, MLW,MW, RW, THW",CRCotN,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
28,Anagwendol,0,0,19,17,190,20d8 + 100,L G,celestial,,,M,20,18,20,18,20,22,11,9,10,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,U,30,,-1,,-1,,90,,-1,True,"[""Magic Resistance""]",,,,,,True,"[""Multiattack""]",True,False,,"P,R,S",,-1,0,,,,False,"[""radiant"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""charmed"",""exhaustion"",""frightened""]","[""all"",""telepathy 120 ft.""]","TP,XX",longbow,,"MLW,MW, RW",CoA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
29,Minsc and Boo!,0,0,13,13,187,22d8 + 88,N G,humanoid,Human,,M,20,12,18,10,10,10,-1,-1,-1,8,-1,9,-1,-1,-1,4,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,8,0,14,,30,,-1,,-1,,-1,,-1,True,"[""Reckless""]",,,,,,True,"[""Multiattack""]",True,True,,S,"[""constitution""]",-1,0,,,,False,,,,,"[""Common"",""Sylvan""]","C,S",greatsword,,"MLW,MW",MaBJoV,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
30,Asteria,0,0,21,18,195,26d8 + 78,C G,humanoid,"Human, paladin",,M,12,21,17,15,11,20,11,-1,6,9,11,-1,14,-1,-1,12,-1,-1,8,11,-1,-1,-1,-1,-1,-1,11,-1,-1,6,0,22,,30,,-1,,-1,with item ,30,,-1,True,"[""Legendary Resistances""]",Cha,,O,,"[""charisma"",""dexterity""]",True,"[""Multiattack""]",True,False,,"O,R,S","[""dexterity""]",-1,1,,,,False,,,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""Common"",""Druidic""]","C,DU",,,MW,BMT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
31,Boss Augustus,0,0,12,13,150,20d8 + 60,N,monstrosity,,,M,18,16,17,14,15,12,-1,-1,-1,-1,7,8,-1,-1,-1,10,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,0,20,,40,,-1,,-1,,-1,,-1,True,"[""Regeneration""]",,,,,,True,"[""Multiattack"",""Shapechanger""]",True,False,,"P,S","[""constitution"",""strength""]",-1,0,,,,False,,,,,"[""Common"",""Thieves' cant (can't speak in wolf form)""]","C,CS,TC",,,"CUR, MLW,MW",BMT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
32,Ayo Jabe (Tier 3),0,0,11,17,150,20d8 + 60,C G,humanoid,"ranger, genasi""",,M,16,20,16,10,16,14,-1,-1,-1,-1,8,6,-1,-1,-1,6,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,6,0,16,,30,,-1,,-1,,-1,,30,True,"[""Amphibious""]",Wis,,O,"[""charmed""]","[""wisdom""]",True,"[""Multiattack""]",True,False,"[""exhaustion""]","P,Y","[""charisma""]",-1,0,,,,False,"[""acid""]",,,"[""frightened""]","[""Common"",""Goblin"",""Orc""]","C,GO,O",longbow,,"MW, RNG, RW",CRCotN,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
33,Ayo Jabe (Tier 2),0,0,8,15,97,15d8 + 30,C G,humanoid,"ranger, genasi""",,M,14,16,14,10,14,12,-1,-1,-1,-1,6,5,-1,-1,-1,5,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,5,0,15,,30,,-1,,-1,,-1,,30,True,"[""Amphibious""]",Wis,,O,"[""charmed""]","[""wisdom""]",True,"[""Multiattack""]",True,False,,P,,-1,0,,,,False,"[""acid""]",,,,"[""Common"",""Goblin"",""Orc""]","C,GO,O",longbow,,"MW, RNG, RW",CRCotN,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
34,Baalzebul,0,1,29,19,540,40d12 + 280,L E,fiend,devil,,H,28,15,25,21,24,26,16,13,-1,15,-1,17,-1,-1,15,-1,-1,-1,-1,-1,-1,17,24,16,-1,-1,16,-1,-1,-1,0,17,"SD, T",30,,-1,,-1,,60,,-1,True,"[""Devil's Sight"",""Legendary Resistances"",""Magic Resistance"",""Regeneration""]",Cha,N,F,"[""frightened"",""incapacitated"",""paralyzed"",""stunned"",""unconscious""]","[""charisma"",""constitution"",""intelligence"",""wisdom""]",True,"[""Multiattack""]",True,False,,"A, B, N,P","[""charisma"",""constitution""]",-1,1,,,,False,"[""acid"",""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"AOE, MW, RCH",CoA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
35,Baalzebul,0,0,29,19,540,40d12 + 280,L E,fiend,devil,,H,28,15,25,24,24,26,16,15,-1,15,-1,17,-1,-1,15,-1,-1,-1,-1,-1,-1,17,24,16,-1,-1,16,-1,-1,-1,0,17,"SD, T",20,,20,,20,,-1,,-1,True,"[""Devil's Sight"",""Legendary Resistances"",""Magic Resistance"",""Regeneration""]",Cha,N,O,"[""frightened"",""incapacitated"",""paralyzed"",""stunned"",""unconscious""]","[""charisma"",""constitution"",""intelligence"",""wisdom""]",True,"[""Multiattack""]",True,False,,"A, B, N,P","[""charisma"",""constitution""]",-1,1,,,,False,"[""acid"",""cold"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"AOE, MW, RCH",MaBJoV,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
36,Bak Mei,0,0,16,17,102,12d8 + 48,L E,humanoid,Human,,M,10,18,18,13,17,16,8,6,8,9,9,5,-1,-1,-1,-1,-1,9,-1,9,-1,5,-1,-1,8,-1,-1,6,-1,-1,0,13,,40,,-1,,-1,,-1,,-1,True,"[""Legendary Resistances""]",,,,,,True,"[""Multiattack""]",True,True,"[""deafened"",""stunned""]","B, T","[""constitution""]",-1,1,,,,False,"[""poison"",""thunder""]",,,"[""charmed"",""frightened"",""paralyzed""]","[""Auran"",""Common""]","AU,C",,,MW,CM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
37,Bavlorna Blightstraw,0,0,10,15,110,13d8 + 52,N E,fey,hag,,M,22,11,18,16,12,15,5,6,4,7,-1,-1,9,-1,-1,4,-1,3,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,0,14,U,30,,-1,,-1,,-1,,30,True,"[""Amphibious""]",Int,,O,,"[""charisma"",""wisdom""]",True,"[""Multiattack""]",True,False,"[""blinded"",""grappled"",""restrained""]","A, N,P",,-1,0,,,,False,,,,,"[""Common"",""Elvish"",""Sylvan""]","C,E,S",,,MW,WBtW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
38,Borivik Windheim,0,0,13,17,195,30d8 + 60,N G,humanoid,Human,,M,11,20,14,11,16,11,-1,-1,7,-1,9,-1,-1,-1,-1,11,-1,13,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,11,0,21,,30,,-1,,-1,,-1,,-1,True,,Wis,P,O,"[""restrained""]","[""dexterity"",""strength""]",True,"[""Multiattack""]",True,True,,P,"[""constitution""]",-1,0,,,,False,,,,,"[""Common"",""Elvish"",""Sylvan""]","C,E,S","heavy crossbow, shortsword",,"MLW,MW, RW",MaBJoV,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
39,Alustriel Silverhand,0,0,24,18,272,32d8 + 128,C G,humanoid,"Human, wizard",,M,12,20,18,24,23,22,-1,14,13,11,-1,-1,14,14,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,0,16,,30,,-1,,-1,,-1,,-1,True,"[""Legendary Resistances""]",Int,,O,,"[""wisdom""]",True,"[""Multiattack""]",True,True,"[""incapacitated""]","B, O,R","[""charisma"",""dexterity""]",-1,0,,,,False,"[""radiant""]",,"[""poison""]","[""charmed"",""exhaustion"",""poisoned""]","[""Common"",""Draconic"",""Elvish""]","C,DR,E",,,MW,VEoR,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
40,Brusipha,0,0,6,14,90,12d8 + 36,C E,humanoid,"minotaur, warlock",,M,18,11,16,12,16,16,5,-1,5,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,3,-1,-1,0,17,D,40,,-1,,-1,,-1,,-1,True,,Cha,N,O,"[""charmed"",""prone""]","[""wisdom""]",True,"[""Multiattack""]",True,True,"[""prone""]","N,O,P","[""strength""]",-1,0,,,,False,,,,,"[""Abyssal"",""Common""]","AB,C",,,MW,BMT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
41,Buer,0,0,24,21,315,30d10 + 150,L E,fiend,devil,,L,23,22,21,16,18,17,-1,-1,-1,14,13,15,10,-1,11,11,-1,-1,-1,-1,-1,22,-1,17,-1,-1,-1,-1,-1,11,0,21,SD,25,,-1,,-1,,-1,,-1,True,"[""Devil's Sight"",""Magic Resistance""]",,,,,,True,"[""Multiattack""]",True,True,,"B, C,F,O,S","[""constitution"",""wisdom""]",-1,1,,,,False,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""poisoned""]","[""Celestial"",""Common"",""Draconic"",""Infernal"",""telepathy 120 ft.""]","C,CE,DR,I,TP",,,"MW, RCH",CoA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
42,Demon Lord Camazotz,0,0,25,19,537,43d10 + 301,C E,fiend,demon,,L,30,22,25,12,22,25,14,-1,13,14,13,-1,-1,-1,13,13,-1,-1,-1,13,-1,17,14,14,-1,-1,-1,-1,-1,-1,0,23,"B, U",30,,-1,,30,,80,,-1,True,"[""Keen Senses"",""Legendary Resistances"",""Magic Resistance""]",Cha,F,O,"[""charmed""]","[""dexterity"",""wisdom""]",True,"[""Breath Weapon"",""Multiattack"",""Shapechanger""]",True,False,"[""prone""]","F,N,P,S","[""constitution"",""dexterity""]",-1,1,,,,False,"[""acid"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]","[""cold""]","[""fire"",""poison"",""thunder""]","[""charmed"",""deafened"",""frightened"",""paralyzed"",""petrified"",""poisoned"",""stunned""]","[""Abyssal"",""Common"",""Dwarvish"",""Primordial"",""telepathy 300 ft.""]","AB,C,D,P,TP",,underdark,"AOE, MW, RCH",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
43,Caradoc,0,0,11,14,110,20d8 + 20,N E,undead,,,M,1,18,12,15,13,19,-1,5,4,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,0,14,D,0,,-1,,-1,hover,40,,-1,True,"[""Incorporeal Movement"",""Rejuvenation"",""Unusual Nature""]",,,,,,True,"[""Multiattack""]",True,False,"[""incapacitated""]","N,O","[""charisma"",""wisdom""]",-1,0,,,,False,"[""acid"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""Common"",""Solamnic""]",C,,,MW,DSotDQ,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
44,Drow House Captain,0,0,12,16,162,25d8 + 50,A,humanoid,Elf,,M,14,19,15,12,14,13,-1,-1,6,6,8,-1,-1,-1,-1,6,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,SD,30,,-1,,-1,,-1,,-1,True,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,,O,,"[""constitution"",""dexterity""]",True,"[""Multiattack"",""Parry""]",True,True,"[""poisoned"",""unconscious""]","I,P,S","[""constitution""]",-1,0,,,,False,,,,,"[""Elvish"",""Undercommon""]","E,U","hand crossbow, scimitar, whip",underdark,"MLW,MW, RCH, RNG, RW",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
45,Clapperclaw the Scarecrow,0,0,2,12,14,4d6,L N,construct,,,S,14,13,11,7,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,10,D,25,,-1,,-1,,-1,,-1,True,"[""Unusual Nature""]",,,,,,True,,True,False,"[""frightened""]",S,"[""wisdom""]",-1,0,,,,False,,"[""fire""]","[""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned"",""unconscious""]","[""Common"",""Sylvan""]","C,S",,,MW,WBtW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
46,Coral,0,0,12,17,135,18d10 + 36,C G,fey,,,L,20,13,15,14,18,19,8,-1,8,6,5,-1,6,-1,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,18,B,10,,-1,,-1,,60,,60,True,"[""Magic Resistance""]",,,,,,True,"[""Multiattack""]",True,False,"[""blinded"",""prone""]","B, O","[""constitution"",""dexterity""]",-1,0,,,,False,,,"[""poison""]","[""poisoned""]","[""Common"",""Primordial"",""Sylvan""]","C,P,S",,,"AOE, MW",MisMV1,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
47,Dagryn,0,0,7,19,84,13d8 + 26,N E,humanoid,dwarf,,M,12,8,14,14,13,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,0,11,SD,20,,-1,,-1,,-1,,-1,True,,Cha,"B, O,P,S,Y",O,"[""frightened"",""paralyzed""]","[""charisma"",""constitution"",""wisdom""]",True,,True,False,"[""invisible""]","A, ""B""]",,-1,0,,,,False,"[""poison""]",,"[""acid""]",,"[""Common"",""Draconic"",""Dwarvish"",""Undercommon""]","C,D,DR,U",club,,"MLW,MW",MaBJoV,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
48,Boss Delour,0,0,12,14,110,20d6 + 40,L E,monstrosity,,,S,12,18,15,17,14,16,-1,7,-1,-1,8,-1,-1,-1,-1,10,-1,8,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,8,-1,0,20,D,30,,-1,,-1,,-1,,-1,True,"[""Regeneration""]",,,,,,True,"[""Multiattack"",""Shapechanger""]",True,False,,"I,P","[""constitution""]",-1,0,,,,False,,,,,"[""Common"",""Thieves' cant (can't speak in rat form)""]","C,CS,TC","hand crossbow, shortsword",,"CUR, MLW,MW, RW",BMT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
49,Doric,0,0,8,14,104,16d8 + 32,N G,humanoid,druid,,M,12,16,14,16,19,10,-1,6,7,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,7,0,17,D,30,,-1,,-1,,-1,,-1,False,,Wis,T,O,"[""restrained""]","[""constitution"",""dexterity"",""strength""]",True,"[""Multiattack"",""Shapechanger""]",True,True,,"B, F,S","[""dexterity""]",-1,0,,,,False,"[""fire""]",,,,"[""Common"",""Druidic"",""Elvish"",""Infernal"",""Sylvan""]","C,DU,E,I,S",sling,,"RNG, RW",HAT-TG,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
50,Society of Sensation Muse,0,0,6,14,44,8d8 + 8,A,humanoid,,,S M,8,16,12,15,14,17,5,-1,-1,-1,5,-1,-1,-1,4,4,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,,30,,-1,,-1,,-1,,-1,False,,Cha,,O,"[""charmed"",""incapacitated""]","[""wisdom""]",True,"[""Multiattack""]",True,False,"[""charmed""]",Y,"[""charisma"",""wisdom""]",-1,0,,,,False,,,,,"[""Common plus two more languages""]","C,X",,,AOE,MPP,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
51,Krake Spawn,0,0,17,16,175,14d12 + 84,N E,monstrosity,,,H,24,12,22,17,15,18,9,8,-1,11,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,"B, SD",20,,-1,,-1,,-1,,60,True,"[""Amphibious""]",,,,,,True,"[""Multiattack"",""Tentacles""]",True,False,"[""grappled"",""incapacitated"",""prone"",""restrained""]","A, B, C,I,S","[""constitution"",""dexterity""]",-1,0,,,,False,,,"[""cold"",""poison"",""psychic""]","[""charmed"",""poisoned""]","[""Common"",""Infernal"",""Primordial"",""Void Speech""]","C,I,P",,"arctic, underwater","AOE, MW, RCH",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
52,Edwin Odesseiron,0,0,18,18,195,30d8 + 60,L E,humanoid,Human,,M,10,16,14,20,15,16,-1,12,9,-1,-1,-1,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,,30,,-1,,-1,,-1,,-1,True,,Int,"B, F",O,,"[""dexterity"",""wisdom""]",True,"[""Multiattack""]",True,True,,"B, I,O","[""constitution""]",-1,0,,,,False,,,,,"[""Abyssal"",""Aquan"",""Auran"",""Common"",""Ignan"",""Infernal"",""Terran"",""Thayan""]","AB,AQ,AU,C,I,IG,OTH,T",,,"AOE, MW",MaBJoV,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
