name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Demon Lord Camazotz,FALSE,,22,19,537,43d10 + 301,C E,fiend,demon,,L,30,22,25,12,22,25,14,,13,14,13,,,,13,13,,,,13,,17,14,14,,,,,,,,23,"B, U",30,,,,30,,80,,,TRUE,"[""Keen Senses"",""Legendary Resistances"",""Magic Resistance""]",Cha,F,O,"[""charmed""]","[""dexterity"",""wisdom""]",TRUE,"[""Breath Weapon"",""Multiattack"",""Shapechanger""]",TRUE,FALSE,"[""prone""]","F,N,P,S","[""constitution"",""dexterity""]",,TRUE,,,,FALSE,"[""acid"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]","[""cold""]","[""fire"",""poison"",""thunder""]","[""charmed"",""deafened"",""frightened"",""paralyzed"",""petrified"",""poisoned"",""stunned""]","[""Abyssal"",""Common"",""Dwarvish"",""Primordial"",""telepathy 300 ft.""]","AB,C,D,P,TP",,underdark,"AOE, MW, RCH",ToB1-2023,FALSE,,,,,,,
Caradoc,TRUE,TRUE,8,14,110,20d8 + 20,N E,undead,,,M,1,18,12,15,13,19,,5,4,,,,,,4,4,,,,,,,7,,,,,,,,,14,D,0,,,,,hover,40,,,TRUE,"[""Incorporeal Movement"",""Rejuvenation"",""Unusual Nature""]",,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,"[""incapacitated""]","N,O","[""charisma"",""wisdom""]",,FALSE,,,,FALSE,"[""acid"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""Common"",""Solamnic""]",C,,,MW,DSotDQ,FALSE,,,,,,,
Drow House Captain,FALSE,,9,16,162,25d8 + 50,A,humanoid,Elf,,M,14,19,15,12,14,13,,,6,6,8,,,,,6,,8,,,,,,,,,,,,,,16,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity""]",Cha,,O,,"[""constitution"",""dexterity""]",TRUE,"[""Multiattack"",""Parry""]",TRUE,TRUE,"[""poisoned"",""unconscious""]","I,P,S","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Elvish"",""Undercommon""]","E,U","hand crossbow, scimitar, whip",underdark,"MLW,MW, RCH, RNG, RW",MPMM,FALSE,,,,,,,
Clapperclaw the Scarecrow,TRUE,TRUE,2-Jan,12,14,4d6,L N,construct,,,S,14,13,11,7,10,10,,,,,,,,,,,,3,,,,,,,,,,,,2,,10,D,25,,,,,,,,,TRUE,"[""Unusual Nature""]",,,,,,TRUE,,TRUE,FALSE,"[""frightened""]",S,"[""wisdom""]",,FALSE,,,,FALSE,,"[""fire""]","[""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned"",""unconscious""]","[""Common"",""Sylvan""]","C,S",,,MW,WBtW,FALSE,,,,,,,
Coral,TRUE,,9,17,135,18d10 + 36,C G,fey,,,L,20,13,15,14,18,19,8,,8,6,5,,6,,8,8,,,,,,,,,,,,,,,,18,B,10,,,,,,60,,60,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,"[""blinded"",""prone""]","B, O","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,,,"[""poison""]","[""poisoned""]","[""Common"",""Primordial"",""Sylvan""]","C,P,S",,,"AOE, MW",MisMV1,FALSE,,,,,,,
Dagryn,TRUE,,4,19,84,13d8 + 26,N E,humanoid,dwarf,,M,12,8,14,14,13,17,,,,,,,,,,,5,,,,,,5,,,,5,,,,,11,SD,20,,,,,,,,,TRUE,,Cha,"B, O,P,S,Y",O,"[""frightened"",""paralyzed""]","[""charisma"",""constitution"",""wisdom""]",TRUE,,TRUE,FALSE,"[""invisible""]","A, ""B""]",,,FALSE,,,,FALSE,"[""poison""]",,"[""acid""]",,"[""Common"",""Draconic"",""Dwarvish"",""Undercommon""]","C,D,DR,U",club,,"MLW,MW",MaBJoV,FALSE,,,,,,,
Boss Delour,FALSE,,9,14,110,20d6 + 40,L E,monstrosity,,,S,12,18,15,17,14,16,,7,,,8,,,,,10,,8,,,,,11,,,,,,8,,,20,D,30,,,,,,,,,TRUE,"[""Regeneration""]",,,,,,TRUE,"[""Multiattack"",""Shapechanger""]",TRUE,FALSE,,"I,P","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Thieves' cant (can't speak in rat form)""]","C,CS,TC","hand crossbow, shortsword",,"CUR, MLW,MW, RW",BMT,FALSE,,,,,,,
Doric,TRUE,,5,14,104,16d8 + 32,N G,humanoid,druid,,M,12,16,14,16,19,10,,6,7,,,,,,7,7,,,,,,,,,,6,,,,7,,17,D,30,,,,,,,,,FALSE,,Wis,T,O,"[""restrained""]","[""constitution"",""dexterity"",""strength""]",TRUE,"[""Multiattack"",""Shapechanger""]",TRUE,TRUE,,"B, F,S","[""dexterity""]",,FALSE,,,,FALSE,"[""fire""]",,,,"[""Common"",""Druidic"",""Elvish"",""Infernal"",""Sylvan""]","C,DU,E,I,S",sling,,"RNG, RW",HAT-TG,FALSE,,,,,,,
Society of Sensation Muse,FALSE,,3,14,44,8d8 + 8,A,humanoid,,,S M,8,16,12,15,14,17,5,,,,5,,,,4,4,7,5,,,,,,,,,,,,,,14,,30,,,,,,,,,FALSE,,Cha,,O,"[""charmed"",""incapacitated""]","[""wisdom""]",TRUE,"[""Multiattack""]",TRUE,FALSE,"[""charmed""]",Y,"[""charisma"",""wisdom""]",,FALSE,,,,FALSE,,,,,"[""Common plus two more languages""]","C,X",,,AOE,MPP,FALSE,,,,,,,
Krake Spawn,FALSE,,14,16,175,14d12 + 84,N E,monstrosity,,,H,24,12,22,17,15,18,9,8,,11,,12,,,,,,,,,,,,,,,,,,,,12,"B, SD",20,,,,,,,,60,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Multiattack"",""Tentacles""]",TRUE,FALSE,"[""grappled"",""incapacitated"",""prone"",""restrained""]","A, B, C,I,S","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,,,"[""cold"",""poison"",""psychic""]","[""charmed"",""poisoned""]","[""Common"",""Infernal"",""Primordial"",""Void Speech""]","C,I,P",,"arctic, underwater","AOE, MW, RCH",ToB1-2023,FALSE,,,,,,,
Edwin Odesseiron,TRUE,,15,18,195,30d8 + 60,L E,humanoid,Human,,M,10,16,14,20,15,16,,12,9,,,,15,15,,,,,,,,,,,,,,,,,,12,,30,,,,,,,,,TRUE,,Int,"B, F",O,,"[""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",TRUE,TRUE,,"B, I,O","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Abyssal"",""Aquan"",""Auran"",""Common"",""Ignan"",""Infernal"",""Terran"",""Thayan""]","AB,AQ,AU,C,I,IG,OTH,T",,,"AOE, MW",MaBJoV,FALSE,,,,,,,
Elkhorn,TRUE,TRUE,2,18,52,7d8 + 21,L G,humanoid,dwarf,,M,9,13,16,9,10,11,,,,5,,1,,,,2,,,,,,,,,,,,,,2,,12,D,25,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,,"P,S",,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Common"",""Dwarvish""]","C,D","+1 longsword, dagger",,"MLW,MW, RW, THW",WBtW,FALSE,,,,,,,
Ember,TRUE,,22,20,270,20d12 + 140,C E,dragon,chromatic,,H,28,10,25,17,14,22,13,,9,14,7,,,,,16,,14,,,,,,,,,,10,,,,26,"B, SD",40,,,,40,,80,,,TRUE,"[""Legendary Resistances""]",,,,,,TRUE,"[""Breath Weapon"",""Multiattack""]",TRUE,FALSE,"[""frightened"",""prone""]","F,P,S","[""constitution"",""dexterity""]",,TRUE,,,,FALSE,,,"[""fire""]",,"[""Abyssal"",""Common"",""Draconic""]","AB,C,DR",,,"AOE, MW, RCH",MCV2DC,FALSE,,,,,,,
Euryale,TRUE,,18,17,297,35d8 + 140,N G,monstrosity,"druid, medusa",,M,21,16,18,12,20,15,,7,11,10,9,,,,17,11,,,,,11,,,,11,13,,,,,,21,D,30,,,,,,,,,TRUE,"[""Legendary Resistances""]",Wis,,F,,,TRUE,"[""Multiattack"",""Shapechanger""]",TRUE,FALSE,"[""petrified"",""poisoned"",""restrained""]","A, B, I,O,P","[""constitution""]",,TRUE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""charmed"",""frightened"",""petrified"",""poisoned""]","[""Common"",""Druidic""]","C,DU",,,"AOE, MW, RCH",BMT,FALSE,,,,,,,
Tasha the Witch,TRUE,TRUE,19,19,210,28d8 + 84,C N,humanoid,"Human, wizard",,M,10,18,17,23,12,22,12,12,7,,,,18,12,,,,,,,,,,,,,12,,,,,11,,30,,,,,,,,,TRUE,"[""Legendary Resistances"",""Magic Resistance""]",Int,,O,"[""incapacitated"",""prone"",""restrained""]","[""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",TRUE,TRUE,"[""stunned""]","A, L,Y","[""dexterity"",""intelligence""]",,FALSE,,,,FALSE,,,,"[""charmed"",""frightened""]","[""Abyssal"",""Celestial"",""Common"",""Draconic"",""Elvish"",""Infernal"",""Sylvan""]","AB,C,CE,DR,E,I,S",,,"AOE, MLW",VEoR,FALSE,,,,,,,
Duergar Mind Master,FALSE,,2,14,39,6d8 + 12,A,humanoid,dwarf,,M,11,17,14,15,10,12,,,2,,,,,,,2,,5,,,,,,,,,,,,,,12,"SD, U",25,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,"[""invisible""]","P,Y","[""intelligence""]",,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",,"mountain, underdark","MLW,MW",MPMM,FALSE,,,,,,,
Duergar Warlord,FALSE,,6,20,75,10d8 + 30,A,humanoid,dwarf,,M,18,11,17,12,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,11,SD,25,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",TRUE,TRUE,"[""invisible""]","B, P,Y",,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",javelin,"mountain, underdark","MLW,MW, RW, THW",MPMM,FALSE,,,,,,,
Duergar Stone Guard,FALSE,,2,18,39,6d8 + 12,A,humanoid,dwarf,,M,18,11,14,11,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,"[""invisible""]",P,,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U","javelin, shortsword","mountain, underdark","MLW,MW, RW, THW",MPMM,FALSE,,,,,,,
Duergar Xarrorn,FALSE,,2,18,26,4d8 + 8,A,humanoid,dwarf,,M,16,11,14,11,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,,TRUE,FALSE,"[""invisible""]","F,P","[""dexterity""]",,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",,"mountain, underdark","AOE, MLW,MW, RCH",MPMM,FALSE,,,,,,,
Duergar Soulblade,FALSE,,1,14,27,6d8,A,humanoid,dwarf,,M,16,16,10,11,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,,TRUE,FALSE,"[""invisible""]",O,,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",,"mountain, underdark",,MPMM,FALSE,,,,,,,
Forge Fitzwilliam,TRUE,,8,17,110,20d8 + 20,N E,humanoid,,,M,11,14,13,15,17,20,,5,,,5,,,,,,,8,8,5,,,11,,,,11,,5,,,13,,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",TRUE,TRUE,"[""poisoned""]","I,P",,,FALSE,,,,FALSE,,,,,"[""Common"",""Thieves' cant""]","C,TC","dagger, heavy crossbow",,"MLW,MW, RNG, RW, THW",HAT-TG,FALSE,,,,,,,
Galsariad Ardyth (Tier 1),TRUE,TRUE,3,12,49,14d8 - 14,N,humanoid,"drow, wizard",,M,8,14,8,16,15,12,,5,4,,,,5,,,,,,5,,,,,,,5,,,,,,12,SD,30,,,,,,,,,TRUE,"[""Fey Ancestry""]",Int,,O,,,TRUE,,TRUE,FALSE,,"N,O","[""strength""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic"",""Undercommon""]","C,DR,U",,,AOE,CRCotN,FALSE,,,,,,,
Galsariad Ardyth (Tier 2),TRUE,TRUE,5,12,67,15d8,N,humanoid,"drow, wizard",,M,8,14,10,18,15,12,,7,5,,,,7,,,,,,7,,,,,,,7,,,,,,12,SD,30,,,,,hover,30,,,TRUE,"[""Fey Ancestry""]",Int,,O,,"[""wisdom""]",TRUE,,TRUE,FALSE,"[""prone""]","N,O","[""strength""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic"",""Undercommon""]","C,DR,U",,,AOE,CRCotN,FALSE,,,,,,,
Glaive,TRUE,TRUE,11,16,187,22d8 + 88,C E,construct,warforged,,M,20,16,19,11,16,9,,,7,,7,9,,,,7,,7,,,,9,,,,,,,,7,,17,,30,,,,,,,,,TRUE,"[""Pack Tactics""]",,,,,,TRUE,"[""Multiattack""]",TRUE,TRUE,,"P,S",,,FALSE,,,,FALSE,"[""poison""]",,,"[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""Common""]",C,,,"MLW,MW, RCH, RW",VEoR,FALSE,,,,,,,
"Iarno ""Glasstaff"" Albrek",TRUE,TRUE,1,16,22,5d8,L E,humanoid,"Human, wizard",,M,9,14,11,17,12,11,,5,3,,,,5,5,,,,,,,,,,,,,,,,,,11,,30,,,,,,,,,TRUE,,Int,O,O,"[""charmed"",""paralyzed""]","[""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",TRUE,FALSE,,L,,,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic"",""Dwarvish"",""Elvish""]","C,D,DR,E",,,,PaBTSO,FALSE,,,,,,,
Graz'zt,TRUE,,24,20,346,33d10 + 165,C E,fiend,demon,,L,22,15,21,23,21,26,,,12,12,9,,,,,12,,,,,,,15,,,,15,,,,,22,U,40,,,,,,,,,TRUE,"[""Legendary Resistances"",""Magic Resistance""]",Cha,,O,"[""charmed"",""invisible"",""restrained""]","[""wisdom""]",TRUE,"[""Multiattack"",""Shapechanger"",""Teleport""]",TRUE,TRUE,,"A, O",,,TRUE,,,,FALSE,"[""cold"",""fire"",""lightning""]",,"[""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""that is nonmagical""}]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"MLW,MW, RCH",MPMM,FALSE,,,,,,,
Gremorly's Ghost,FALSE,,9,12,82,15d8 + 15,N E,undead,,,M,7,14,12,18,12,17,,8,5,,,,8,8,,,,,,,,,,,,,,,,,,11,D,0,,,,,hover,40,,,TRUE,"[""Incorporeal Movement"",""Legendary Resistances""]",Int,N,O,,"[""wisdom""]",TRUE,"[""Multiattack""]",TRUE,FALSE,,"N,O","[""charisma"",""constitution""]",,FALSE,,,,FALSE,"[""acid"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""Common"",""Draconic"",""Dwarvish"",""Giant""]","C,D,DR,GI",,,,BMT,FALSE,,,,,,,
Grog Strongjaw,TRUE,FALSE,18,19,290,20d12 + 120 + 40,,humanoid,half-giant,,M,26,15,22,8,10,13,,,,12,,14,,,,,,,,,6,14,,7,,,,,,6,,10,D,50,,,,,,,,,TRUE,"[""Reckless""]",,,,,,TRUE,"[""Multiattack""]",TRUE,TRUE,,"B, N,S",,,FALSE,,,,FALSE,"[{""cond"":true,""note"":""while enlarged"",""resist"":[""cold"",""fire"",""lightning"",""thunder""]},{""cond"":true,""note"":""while raging"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[{""cond"":true,""conditionImmune"":[""charmed"",""frightened""],""note"":""while raging""}]","[""Common"",""Dwarvish"",""Giant"",""with limited reading and writing""]","C,D,GI",,,"MW, RW",TDCSR,FALSE,"[""Vox Machina""]",,,,,,
Holga Kilgore,TRUE,,5,15,120,16d8 + 48,C G,humanoid,,,M,19,14,16,11,16,13,,,,6,,7,,,,,,,,,,7,,4,,3,,,,6,,13,,40,,,,,,,,,TRUE,"[""Reckless""]",,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,,"B, S","[""strength""]",,FALSE,,,,FALSE,"[{""note"":""(granted by darksteel greataxe)"",""resist"":[""lightning""]}]",,,,"[""Common"",""Halfling""]","C,H",,,"MLW,MW, RW",HAT-TG,FALSE,,,,,,,
Hraesvelgr,TRUE,,19,19,241,21d12 + 105,N,giant,"shapechanger, titan",,H,25,10,20,16,17,20,11,9,9,,6,,,,,9,,,,,,13,,,,,,,,9,,19,,50,,,,,,,,,TRUE,"[""Keen Senses"",""Legendary Resistances""]",,,,,,TRUE,"[""Multiattack"",""Shapechanger"",""Swallow""]",TRUE,FALSE,"[""blinded"",""deafened"",""grappled"",""restrained"",""stunned""]","A, B, C,P,S,T","[""constitution"",""strength""]",,TRUE,,"[""constitution"",""dexterity"",""strength""]",,FALSE,"[""lightning"",""thunder""]",,"[""cold"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""exhaustion""]","[""Auran"",""Common"",""Giant (can't speak in roc form)""]","AU,C,CS,GI",,mountain,"AOE, MW, RCH",ToB1-2023,FALSE,,,,,,,
Arch-Devil Ia'Affrat,FALSE,,15,17,170,20d10 + 60,L E,fiend,,TRUE,L,3,21,16,20,18,23,11,,9,8,10,,10,,9,9,,,,,,,11,,,,11,,,,,19,"B, SD",20,,,,,hover,40,,,TRUE,"[""Devil's Sight"",""Legendary Resistances"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,"[""blinded"",""poisoned""]","F,I,N,P,S","[""constitution""]",,TRUE,,,,FALSE,,"[""cold""]","[""bludgeoning"",""fire"",""piercing"",""poison"",""slashing""]","[""charmed"",""frightened"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained"",""stunned""]","[""Common"",""Infernal"",""Primordial"",""telepathy 120 ft.""]","C,I,P,TP",,"planar, urban",MW,ToB1-2023,FALSE,,,,,,,
Pike Trickfoot,TRUE,FALSE,17,23,170,20d8 + 80,,humanoid,gnome,,S,19,12,18,14,20,14,8,,11,,,,,,,11,,7,,,,10,,,,,8,8,,,,21,D,25,,,,,,,,,TRUE,,Wis,"A, C,F,L,O,R,T",CC,"[""blinded"",""prone""]","[""charisma"",""constitution"",""dexterity"",""wisdom""]",TRUE,,TRUE,TRUE,"[""frightened""]","B, F,R",,,FALSE,,,,FALSE,"[""fire"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""frightened""]","[""Common"",""Dwarvish"",""Gnomish"",""Undercommon""]","C,D,G,U",mace of disruption,,"MLW,MW",TDCSR,FALSE,"[""Vox Machina""]",,,,,,
Suldil Baldoriel,TRUE,,10,15,137,25d8 + 25,C G,humanoid,half-elf,,M,10,14,12,12,14,20,9,,,5,,,9,,,,,,,,,,9,,,,9,,,,,12,,30,,,,,,,,,TRUE,,Cha,O,O,,"[""dexterity""]",TRUE,,TRUE,FALSE,,L,"[""dexterity""]",,FALSE,,,,FALSE,"[""lightning""]",,,,"[""Celestial"",""Common"",""Draconic"",""Elvish""]","C,CE,DR,E",,,AOE,MaBJoV,FALSE,,,,,,,
Light Devourer,FALSE,FALSE,6,14,119,14d8 + 56,U,aberration,,,M,18,18,18,2,10,3,,,,,,,,,,3,,10,,,,,,,,,,,,,,13,SD,0,,,,,,,,30,TRUE,"[""Damage Absorption"",""Water Breathing""]",,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,,"P,R","[""constitution""]",,FALSE,,,,FALSE,,,"[""radiant""]",,,,,,"AOE, MW",CRCotN,FALSE,,,,,,,
Wastrilith,FALSE,,13,18,157,15d10 + 75,C E,fiend,demon,,L,19,18,21,19,12,14,,,,10,,9,,,,,,,,,,,,,,,,,,,,11,SD,30,,,,,,,,80,TRUE,"[""Amphibious"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,"[""poisoned""]","A, I,P,S","[""constitution"",""strength""]",,FALSE,,,,FALSE,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""poisoned""]","[""Abyssal"",""telepathy 120 ft.""]","AB,TP",,"coastal, swamp, underdark, underwater","MW, RCH",MPMM,FALSE,,,,,,,
Slithering Tracker,FALSE,,3,14,39,6d8 + 12,C E,ooze,,,M,16,19,15,10,14,11,,,,,,,,,,,,8,,,,,,,,,,,,6,,12,B,30,,,,30,,,,30,TRUE,"[""False Appearance"",""Spider Climb""]",,,,,,TRUE,,TRUE,FALSE,"[""grappled"",""restrained""]","B, N","[""dexterity""]",,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]","[""cold"",""fire""]",,"[""blinded"",""deafened"",""exhaustion"",""grappled"",""paralyzed"",""petrified"",""prone"",""restrained"",""unconscious""]","[""understands languages it knew in its previous form but can't speak""]",CS,,"underdark, urban",MW,MPMM,FALSE,,,,,,,
Iggwilv the Witch Queen,TRUE,TRUE,20,19,255,30d8 + 120,C N,fey,wizard,,M,10,18,18,27,12,23,12,14,7,,,,20,14,,,,,,,,,,,,14,,,,,,11,U,30,,,,,,,,,TRUE,"[""Legendary Resistances"",""Magic Resistance""]",Int,N,O,"[""incapacitated"",""invisible"",""prone"",""restrained""]","[""dexterity"",""wisdom""]",TRUE,"[""Multiattack""]",TRUE,TRUE,"[""charmed"",""frightened""]","L,N,Y","[""charisma"",""constitution"",""intelligence"",""wisdom""]",,TRUE,,,,FALSE,,,,"[""charmed"",""frightened""]","[""Abyssal"",""Celestial"",""Common"",""Draconic"",""Elvish"",""Infernal"",""Sylvan""]","AB,C,CE,DR,E,I,S",,,AOE,WBtW,FALSE,,,,,,,
Archer,FALSE,,3,16,75,10d8 + 30,A,humanoid,,,M,11,18,16,11,13,10,,,,,,,,,,5,,,,6,,,,,,,,,,,,15,,30,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X","longbow, shortsword","forest, urban","MLW,MW, RNG, RW",MPMM,FALSE,,,,,,,
Blackguard,FALSE,,8,18,119,14d8 + 56,N E,humanoid,paladin,,M,18,11,18,11,14,15,5,,5,,,,,,,,,,,,,7,5,5,,,,,,,,12,,30,,,,,,,,,FALSE,,Cha,,O,"[""prone""]","[""wisdom""]",TRUE,"[""Multiattack""]",TRUE,FALSE,"[""blinded"",""frightened"",""prone""]","N,P,S","[""constitution"",""wisdom""]",,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X","glaive, shortbow","underdark, urban","MLW,MW, RCH, RNG, RW",MPMM,FALSE,,,,,,,
Leucrotta,FALSE,,3,14,67,9d10 + 18,C E,monstrosity,,,L,18,14,15,9,12,6,,,,,,,,,,5,,,,,,,2,,,,,,,,,15,D,50,,,,,,,,,TRUE,"[""Mimicry""]",,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,"[""poisoned""]","B, P","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Abyssal"",""Gnoll""]","AB,OTH",,"desert, grassland",MW,MPMM,FALSE,,,,,,,
Imoen,TRUE,,8,16,156,24d8 + 48,N G,humanoid,Human,,M,11,18,14,14,10,14,,5,,,7,,,,,3,,10,,7,,,5,,,,,,,,,13,D,30,,,,,,,,,TRUE,"[""Sneak Attack"",""Spider Climb"",""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",TRUE,FALSE,,"I,P",,,FALSE,,,,FALSE,"[""necrotic"",""poison""]",,,,"[""Common"",""Thieves' cant"",""Undercommon""]","C,TC,U","hand crossbow, shortsword",,"MLW,MW, RW",MaBJoV,FALSE,,,,,,,
Jade Tigress,TRUE,TRUE,8,15,71,11d8 + 21,L E,humanoid,Human,,M,18,14,15,11,16,11,,,,5,,7,,,6,6,,,,,,7,,3,,,,,,,,16,,40,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",TRUE,TRUE,"[""exhaustion"",""stunned""]","I,O,P","[""constitution""]",,FALSE,,,,FALSE,"[""poison""]",,,"[""charmed"",""frightened""]","[""Common""]",C,,,"MW, RW, THW",CM,FALSE,,,,,,,
Jaheira,TRUE,,13,16,150,20d8 + 60,N,humanoid,half-elf,,M,14,12,16,12,20,15,,,10,8,,,,,,10,,,,,,,,,10,6,,,,,,20,D,30,,,,,,,,,TRUE,"[""Fey Ancestry""]",Wis,"F,I",O,"[""restrained""]","[""constitution"",""strength""]",TRUE,"[""Multiattack""]",TRUE,FALSE,,"B, P,T","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Druidic"",""Elvish"",""Sylvan""]","C,DU,E,S",quarterstaff,,"MLW,MW",MaBJoV,FALSE,,,,,,,
