,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,hp/average_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,_copy/_mod/trait/items/entries_missing,_copy/_mod/trait/items/name_missing,legendaryActions_missing,legendary_missing,summonedBySpellLevel_missing,sidekickHidden_missing
73,Young Kruthik,False,,0,16,9.0,2d6 + 2,U,monstrosity,,,S,13,16,13,4,10,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,10,"D, T",30.0,,10.0,,30.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Keen Senses"",""Pack Tactics"",""Tunneler""]",,,,,,True,,,False,,P,,-1.0,0,,,,False,,,,,"[""Kruthik""]",OTH,,"desert, mountain, underdark",MW,MTF,False,,,-1.0,,,True,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1
1776,Nightgarm,False,,9,15,152.0,16d10 + 64,C E,monstrosity,,,L,20,14,18,10,15,16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,15,D,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,,,,,,True,"[""Multiattack"",""Swallow""]",,False,"[""blinded"",""restrained""]","A, P,S","[""strength""]",-1.0,0,,,,False,"[""lightning"",""thunder""]","[""radiant"",{""cond"":true,""note"":""by silvered weapons"",""vulnerable"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""Common"",""Giant"",""Goblin"",""telepathy 60 ft.""]","C,GI,GO,TP",,"arctic, forest",MW,ToB1-2023,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2230,Brown Scavver,,,7,13,51.0,6d10 + 18,U,monstrosity,,,L,18,15,17,1,10,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,10,SD,0.0,,-1.0,,-1.0,,40.0,,-1.0,-1.0,-1.0,True,"[""Unusual Nature""]",,,,,,True,"[""Swallow""]",,False,"[""blinded"",""restrained""]","I,P","[""constitution"",""dexterity""]",-1.0,0,,,,False,,,,,,,,,MW,BAM,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
1154,Deva,,,13,17,136.0,16d8 + 64,L G,celestial,,,M,18,18,18,17,20,20,9.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,19,SD,30.0,,-1.0,,-1.0,,90.0,,-1.0,-1.0,-1.0,True,"[""Magic Resistance""]","[{""ability"":""cha"",""daily"":{""1e"":[""{@spell commune}"",""{@spell raise dead}""]},""headerEntries"":[""The deva's spellcasting ability is Charisma (spell save {@dc 17}). The deva can innately cast the following spells, requiring only verbal components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell detect evil and good}""]}]",,I,,,True,"[""Multiattack"",""Shapechanger""]",,False,,"B, R",,-1.0,0,,,,False,"[""radiant"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""charmed"",""exhaustion"",""frightened""]","[""all"",""telepathy 120 ft.""]","TP,XX",mace,,"MLW,MW",MM,False,"[""Angels""]",,-1.0,,,True,-1.0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
1620,Warlock of the Fiend,False,,10,16,78.0,12d8 + 24,A,humanoid,,,M,10,16,15,12,12,18,7.0,-1.0,4.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,7.0,4.0,-1.0,-1.0,,11,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,"[{""ability"":""cha"",""daily"":{""1e"":[""{@spell banishment}"",""{@spell plane shift}"",""{@spell suggestion}""]},""displayAs"":""action"",""headerEntries"":[""The warlock casts one of the following spells, using Charisma as the spellcasting ability (spell save {@dc 15}): ""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell alter self}"",""{@spell mage armor} (self only)"",""{@spell mage hand}"",""{@spell minor illusion}"",""{@spell prestidigitation}""]}]","B, P,S",CL,,"[""charisma"",""wisdom""]",True,"[""Multiattack""]",,True,,"B, F,N","[""constitution"",""dexterity""]",-1.0,0,,,,False,,,,,"[""any two languages (usually Abyssal or Infernal)""]","AB,I,X",scimitar,"arctic, desert, underdark, urban","AOE, MLW,MW",MPMM,False,,,-1.0,,,,-1.0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
66,Gremishka,False,,0,12,10.0,4d4,,monstrosity,,,T,6,14,10,12,11,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,10,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,False,,,,,,,True,,,True,,"O,P","[""constitution""]",-1.0,0,,,,False,,,,,"[""understands Common but can't speak""]","C,CS",,,"AOE, MW",VRGR,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1837,Battleforce Angel,False,,8,18,66.0,12d8 + 12,L G,celestial,,,M,16,12,13,11,17,18,7.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,16,"SD, U",30.0,,-1.0,,-1.0,,90.0,,-1.0,-1.0,-1.0,True,"[""Flyby"",""Magic Resistance""]",,,,,,True,"[""Multiattack""]",,False,,"R,S",,-1.0,0,,,,False,"[""fire"",""radiant""]",,,"[""charmed"",""exhaustion"",""frightened""]","[""all""]",XX,longsword,,"MLW,MW",GGR,False,,,-1.0,,,,-1.0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
821,Drelnza,True,True,18,18,187.0,22d8 + 88,L E,undead,vampire,,M,18,18,18,17,15,18,9.0,8.0,7.0,-1.0,9.0,-1.0,8.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,17,SD,30.0,,-1.0,,30.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Legendary Resistances"",""Spider Climb"",""Sunlight Sensitivity""]",,,,,,True,"[""Multiattack"",""Parry""]",,True,"[""charmed"",""paralyzed""]","N,P,R,S","[""constitution"",""wisdom""]",-1.0,0,,,,False,"[""necrotic""]",,,"[""exhaustion""]","[""Abyssal"",""Common"",""Giant""]","AB,C,GI","[""hooked shortspear, light repeating crossbow|qftis""]",,"HPR, MW",QftIS,False,,,-1.0,,,,-1.0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
1643,Wolf-in-Sheep's-Clothing,False,False,10,16,112.0,15d8 + 45,U,plant,,,M,20,9,16,5,12,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,17,D,20.0,,-1.0,,20.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""False Appearance""]",,,,,,True,"[""Multiattack""]","[{""entries"":[""The wolf-in-sheep's-clothing can change the color, texture, and shape of its lure to resemble a Tiny Beast or Tiny object. It can move the lure to reinforce the resemblance (no action required), but the lure must remain within 15 feet of the wolf-in-sheep's-clothing, connected by nearly {@condition invisible} filament-like tendrils.""],""name"":""Completely Harmless Lure""}]",False,,"A, B, P",,-1.0,0,,,,False,,,,"[""prone""]",,,,,"MW, RCH",QftIS,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
430,Brass Greatwyrm,,,31,22,565.0,29d20 + 261,L G,dragon,metallic,,G,30,16,29,21,22,30,18.0,13.0,14.0,17.0,11.0,-1.0,-1.0,-1.0,14.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,-1.0,-1.0,-1.0,,32,U,60.0,,60.0,,-1.0,,120.0,,60.0,-1.0,-1.0,True,"[""Legendary Resistances"",""Unusual Nature""]",,,,,,True,"[""Breath Weapon"",""Multiattack"",""Shapechanger""]",,False,"[""grappled"",""incapacitated"",""prone"",""restrained"",""unconscious""]","B, F,O,P,S,T","[""constitution"",""dexterity"",""strength""]",-1.0,0,,,,True,,,"[""fire""]","[""charmed"",""frightened"",""poisoned""]","[""Common"",""Draconic""]","C,DR",,,"AOE, MW, RCH",FTD,False,"[""Metallic Dragon""]",,-1.0,,True,,-1.0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1
1959,Holga Kilgore,True,,8,15,120.0,16d8 + 48,C G,humanoid,,,M,19,14,16,11,16,13,-1.0,-1.0,-1.0,6.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,4.0,-1.0,3.0,-1.0,-1.0,-1.0,6.0,,13,,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Reckless""]",,,,,,True,"[""Multiattack""]","[{""entries"":[""Holga shoves a creature within 5 feet of herself. That creature must succeed on a {@dc 15} Strength saving throw or be moved 5 feet into an unoccupied space of Holga's choice.""],""name"":""Wrestle""}]",False,,"B, S","[""strength""]",-1.0,0,,,,False,"[{""note"":""(granted by darksteel greataxe)"",""resist"":[""lightning""]}]",,,,"[""Common"",""Halfling""]","C,H",,,"MLW,MW, RW",HAT-TG,False,,,-1.0,,,,-1.0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
623,Grim Champion of Bloodshed,False,,23,18,280.0,33d8 + 132,C E,undead,,,M,23,12,18,10,17,21,-1.0,-1.0,-1.0,10.0,7.0,12.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,19,D,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Legendary Resistances""]",,,,,,True,"[""Multiattack""]",,False,"[""frightened""]","F,P,S,Y","[""dexterity"",""wisdom""]",-1.0,0,,,,False,"[""cold"",""necrotic"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""poisoned"",""stunned"",""unconscious""]","[""Common""]",C,,,"AOE, MLW,MW",BMT,False,,,-1.0,,,,-1.0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1034,Yuan-ti Anathema,,,15,16,189.0,18d12 + 72,N E,monstrosity,"shapechanger, yuan-ti",,H,23,13,19,19,17,20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,17,"B, D",40.0,,-1.0,,30.0,,-1.0,,30.0,-1.0,-1.0,True,"[""Magic Resistance"",""Shapechanger""]","[{""ability"":""cha"",""daily"":{""1"":[""{@spell divine word}""],""3e"":[""{@spell darkness}"",""{@spell entangle}"",""{@spell fear}"",""{@spell haste}"",""{@spell suggestion}"",""{@spell polymorph}""]},""headerEntries"":[""The anathema's innate spellcasting ability is Charisma (spell save {@dc 17}). It can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting (Anathema Form Only)"",""type"":""spellcasting"",""will"":[""{@spell animal friendship} (snakes only)""]}]",,"F,I","[""blinded"",""charmed"",""deafened"",""frightened"",""restrained"",""stunned""]","[""charisma"",""strength"",""wisdom""]",True,"[""Multiattack""]",,False,"[""frightened"",""grappled"",""restrained""]","A, B, I,P,S","[""wisdom""]",-1.0,0,,,,False,"[""acid"",""fire"",""lightning""]",,"[""poison""]","[""poisoned""]","[""Abyssal"",""Common"",""Draconic""]","AB,C,DR",,"underdark, forest, desert","MW, RCH",VGM,False,,,-1.0,,True,True,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
1939,Dragonfang,False,False,8,15,78.0,12d8 + 24,N E,humanoid,Human,,M,11,16,14,12,12,14,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11,,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Pack Tactics""]",,,,,,True,"[""Breath Weapon"",""Multiattack""]",,False,,P,,-1.0,0,,,,False,"[{""preNote"":""one of the following:"",""resist"":[""acid"",""cold"",""fire"",""lightning"",""poison""]}]",,,,"[""Common"",""Draconic"",""Infernal""]","C,DR,I",shortsword,,"MLW,MW",RoT,False,,,-1.0,,,,-1.0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
88,Axe Beak,,,1,11,19.0,3d10 + 3,U,beast,,,L,14,12,12,2,10,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,10,,50.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,False,,,,,,,True,,,False,,S,,-1.0,0,,,,False,,,,,,,,"grassland, hill",MW,MM,False,,,-1.0,,,True,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1489,Unspeakable Horror,False,,11,17,95.0,10d10 + 40,,monstrosity,,,H,21,13,19,3,14,17,-1.0,-1.0,5.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,15,D,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Amorphous""]",,,,,,True,"[""Multiattack""]",,False,"[""blinded"",""deafened"",""grappled"",""petrified"",""poisoned"",""prone"",""restrained""]","A, B, I,N,Y","[""constitution"",""dexterity"",""strength"",""wisdom""]",-1.0,0,,,,False,,,,,,,,,"AOE, MW",VRGR,False,,,-1.0,,True,,-1.0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1160,Gearkeeper Construct,False,False,13,18,161.0,17d10 + 68,U,construct,,,L,20,16,18,3,11,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,10,B,60.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Immutable Form""]",,,,,,True,"[""Multiattack""]",,False,"[""prone""]","P,S","[""dexterity""]",-1.0,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison"",""psychic""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,,,"AOE, MLW,MW, RW, THW",EGW,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1762,Skeemo Weirdbottle,True,True,9,15,72.0,16d6 + 16,L E,humanoid,gnome,,S,9,14,12,17,12,15,-1.0,6.0,4.0,-1.0,-1.0,-1.0,6.0,6.0,-1.0,4.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,14,D,25.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,"[{""ability"":""int"",""headerEntries"":[""Skeemo is a 9th-level spellcaster. His spellcasting ability is Intelligence (spell save {@dc 14}, {@hit 6} to hit with spell attacks) He has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell fire bolt}"",""{@spell light}"",""{@spell mage hand}"",""{@spell prestidigitation}""]},""1"":{""slots"":4,""spells"":[""{@spell detect magic}"",""{@spell mage armor}"",""{@spell magic missile}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell misty step}"",""{@spell suggestion}""]},""3"":{""slots"":3,""spells"":[""{@spell counterspell}"",""{@spell fireball}"",""{@spell fly}""]},""4"":{""slots"":3,""spells"":[""{@spell greater invisibility}"",""{@spell ice storm}""]},""5"":{""slots"":1,""spells"":[""{@spell cone of cold}""]}},""type"":""spellcasting""}]","B, C,F,O",CW,,"[""constitution"",""dexterity"",""wisdom""]",True,,,False,,P,,-1.0,0,,,,False,,,,,"[""Abyssal"",""Common"",""Gnomish"",""Undercommon""]","AB,C,G,U",dagger,,"MLW,MW",WDH,False,,,-1.0,,,,-1.0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
544,Angel of Empyreus,False,,25,21,445.0,33d10 + 264,L N,celestial,,,L,29,23,26,25,18,30,17.0,14.0,11.0,-1.0,-1.0,16.0,14.0,-1.0,11.0,11.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,17.0,-1.0,-1.0,-1.0,14.0,-1.0,-1.0,,21,U,40.0,,-1.0,,-1.0,,90.0,,-1.0,-1.0,-1.0,True,,,,,,,True,"[""Multiattack""]",,False,"[""exhaustion""]","R,S","[""charisma"",""dexterity""]",-1.0,0,,,,False,"[""fire"",""lightning"",""radiant"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""necrotic"",""poison""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"AOE, MW, RCH",GHLoE,False,,,-1.0,,,,-1.0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1
535,Scion of Skoraeus,,,26,19,444.0,24d20 + 192,N,giant,titan,,G,29,20,26,19,24,14,-1.0,-1.0,14.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,24,U,60.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Legendary Resistances"",""Magic Resistance"",""Siege Monster""]",,,,,,True,"[""Multiattack""]","[{""entries"":[""The scion moves up to its speed and then sends a shock wave through the ground in a 60-footradius circle centered on itself. Each creature on the ground in that area that is {@status concentration||concentrating} must succeed on a {@dc 24} Constitution saving throw or lose {@status concentration}.""],""name"":""Earth-Shaking Movement""}]",False,"[""blinded"",""grappled"",""prone""]","B, O,R","[""constitution"",""dexterity""]",-1.0,0,,,,False,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""acid""]","[""charmed"",""frightened"",""paralyzed"",""petrified""]","[""Giant"",""Primordial""]","GI,P",,,"AOE, MLW,MW, RCH, RW",BGG,False,,,-1.0,,,,-1.0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2867,Vegepygmy Chief,,,5,14,33.0,6d6 + 12,N,plant,,,S,14,14,14,7,12,9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Camouflage"",""Regeneration""]",,,,,,True,"[""Multiattack""]",,False,"[""poisoned""]","I,P,S","[""constitution""]",-1.0,0,,,,False,"[""lightning"",""piercing""]",,,,"[""Vegepygmy""]",OTH,spear,"forest, swamp","AOE, MLW,MW, RW, THW",VGM,False,,,-1.0,,,True,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2941,Brass Dragon Wyrmling,,,4,16,16.0,3d8 + 3,C G,dragon,,,M,15,10,13,10,11,13,3.0,-1.0,2.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,14,"B, D",30.0,,15.0,,-1.0,,60.0,,-1.0,-1.0,-1.0,False,,,,,,,True,"[""Breath Weapon""]",,False,"[""unconscious""]","F,P","[""constitution"",""dexterity""]",-1.0,0,,,,False,,,"[""fire""]",,"[""Draconic""]",DR,,,"AOE, MW",MM,False,"[""Metallic Dragon""]",,-1.0,,True,True,-1.0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
2282,Vættir,False,,7,15,97.0,13d8 + 39,L E,undead,,,M,20,14,16,10,12,14,-1.0,-1.0,3.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11,"D, U",30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Rejuvenation"",""Sunlight Sensitivity""]",,,,,,True,"[""Breath Weapon"",""Multiattack""]",,False,"[""incapacitated"",""poisoned""]","I,N,S","[""charisma"",""constitution""]",-1.0,0,,,,False,,,"[""necrotic"",""poison""]","[""charmed"",""frightened"",""poisoned""]","[""the languages it knew in life""]",LF,,any,"MLW,MW",ToB1-2023,False,,,-1.0,,,,-1.0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1818,Skum,False,False,8,14,93.0,11d8 + 44,L E,aberration,,,M,19,11,18,7,12,9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,14,SD,20.0,,-1.0,,-1.0,,-1.0,,40.0,-1.0,-1.0,True,"[""Amphibious""]",,,,,,True,"[""Multiattack""]",,False,,"A, P,Y",,-1.0,0,,,,False,"[""psychic""]",,,,"[""Common"",""Deep Speech"",""telepathy 60 ft.""]","C,DS,TP",trident,,"MLW,MW",GoS,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
259,Zombie Horse,False,False,1,8,22.0,3d8 + 9,N E,undead,,,L,13,6,16,3,6,5,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,8,D,20.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Undead Fortitude""]",,,,,,True,,,False,,B,,-1.0,0,,,,False,,,"[""poison""]","[""poisoned""]","[""understands all languages it spoke in life but can't speak""]","CS,LF",,urban,MW,PSD,False,,,-1.0,,,,-1.0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
