,Unnamed: 0,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,name_missing,isNamedCreature_missing,isNpc_missing,ac_missing,hp/average_missing,hp/formula_missing,alignment_missing,type_missing,swarm_missing,size_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,initiative/advantageMode_missing,passive_missing,senseTags_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,conditionInflict_missing,damageTags_missing,savingThrowForced_missing,legendaryActions_missing,legendary_missing,vulnerable_missing,languages_missing,languageTags_missing,environment_missing,miscTags_missing,source_missing,summonedBySpell_missing,summonedBySpellLevel_missing,variant_missing,reprinted_missing,sidekickHidden_missing
66,66,"Iarno ""Glasstaff"" Albrek",0,0,7,16,22,5d8,L E,humanoid,"Human, wizard",,M,9,14,11,17,12,11,-1,5,3,-1,-1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,,30,,-1,,-1,,-1,,-1,True,,Int,O,O,"[""charmed"",""paralyzed""]","[""dexterity"",""wisdom""]",True,"[""Multiattack""]",True,False,,L,,-1,0,,,,False,,,,,"[""Common"",""Draconic"",""Dwarvish"",""Elvish""]","C,D,DR,E",,,,PaBTSO,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1
1837,1837,Vorvolaka,0,1,20,18,190,20d8 + 100,N E,undead,,,M,15,19,21,8,13,16,-1,-1,6,10,-1,-1,-1,-1,6,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,6,0,21,SD,20,,-1,,-1,,50,,-1,True,"[""Magic Resistance"",""Regeneration""]",,,,,,True,"[""Multiattack""]",False,False,,"N,P","[""wisdom""]",-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""necrotic""]","[""charmed"",""exhaustion"",""paralyzed""]","[""the languages it knew in life""]",LF,,,MW,CoA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
821,821,Deathlock Mastermind,0,0,14,16,110,20d8 + 20,L E,undead,,,M,11,16,12,15,12,17,6,5,-1,-1,-1,-1,5,5,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,SD,30,,-1,,-1,,-1,,-1,True,"[""Turn Resistance""]",Cha,"I,N,O","CL,I","[""charmed"",""invisible"",""paralyzed""]","[""constitution"",""strength"",""wisdom""]",True,,False,False,"[""restrained""]",N,"[""strength""]",-1,0,,,,False,"[""necrotic"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""exhaustion"",""poisoned""]","[""the languages it knew in life""]",LF,,urban,MW,MTF,False,,,-1,,True,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
1643,1643,Topi,0,0,5,13,13,3d6 + 3,C E,undead,,,S,7,15,12,6,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Turn Resistance"",""Undead Fortitude""]",,,,,,True,,False,False,"[""poisoned""]","I,S","[""constitution""]",-1,0,,,,False,"[""bludgeoning""]",,"[""poison""]","[""poisoned""]","[""understands the languages it knew in life but can't speak""]","CS,LF",,,MW,TTP,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
430,430,War Priest,0,0,15,18,117,18d8 + 36,A,humanoid,cleric,,M,16,10,14,11,17,13,-1,-1,7,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,4,-1,-1,0,13,,30,,-1,,-1,,-1,,-1,False,,Wis,"F,R",O,"[""incapacitated"",""paralyzed"",""prone""]","[""charisma"",""dexterity"",""wisdom""]",True,"[""Multiattack""]",True,False,"[""blinded""]","B, R","[""wisdom""]",-1,0,,,,False,,,,,"[""any two languages""]",X,maul,"desert, urban","MLW,MW",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
1959,1959,Sky Leviathan,0,0,16,14,247,15d20 + 90,U,beast,,,G,28,7,22,1,8,4,-1,-1,3,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,,-1,,-1,,-1,hover,50,,-1,False,,,,,,,True,"[""Swallow""]",False,False,"[""blinded"",""restrained""]","A, P","[""constitution"",""dexterity""]",-1,0,,,,False,,,,,,,,,"MW, RCH",PSK,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
623,623,Nightmare Shepherd,0,0,17,18,133,14d10 + 56,L E,fiend,,,L,19,15,18,14,17,20,-1,-1,7,8,-1,-1,6,-1,-1,7,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,9,-1,-1,-1,0,17,SD,30,,-1,,-1,,60,,-1,True,"[""Magic Resistance""]",Cha,,I,"[""paralyzed""]","[""wisdom""]",True,"[""Multiattack""]",False,False,,"B, N,S,Y","[""wisdom""]",-1,0,,,,False,"[""cold"",""necrotic""]",,"[""poison""]","[""poisoned""]","[""Abyssal"",""Common"",""Infernal""]","AB,C,I",,,MW,MOT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1034,1034,Dralmorrer Borngray,0,0,9,16,52,7d10 + 14,N E,humanoid,Elf,,M,18,14,14,16,10,8,-1,-1,-1,4,-1,6,5,-1,2,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,5,-1,-1,0,12,D,30,,-1,,-1,,-1,,-1,True,"[""Fey Ancestry""]",Int,"F,L,O,T",CW,,"[""constitution""]",True,"[""Multiattack""]",False,False,,"P,S",,-1,0,,,,False,,,,,"[""Common"",""Bullywug"",""Draconic"",""Elvish"",""Goblin"",""Sylvan""]","C,DR,E,GO,OTH,S","dagger, longsword",,"MLW,MW, RW, THW",HotDQ,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1939,1939,Monstrous Peryton,0,1,17,14,144,17d10 + 51,C E,monstrosity,,,L,19,14,16,9,14,10,-1,-1,6,-1,6,8,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,D,20,,-1,,-1,,60,,-1,True,"[""Flyby"",""Keen Senses"",""Legendary Resistances""]",,,,,,True,"[""Multiattack""]",False,False,,"P,S","[""wisdom""]",-1,0,,,,False,,,,,"[""understands Common and Elvish but can't speak""]","C,CS,E",,,"CUR, MW",GoS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
88,88,"Keyleth, Voice of the Tempest",0,1,24,17,150,20d8 + 60,,humanoid,half-elf,,M,14,15,16,15,22,15,4,10,14,5,4,4,-1,-1,12,12,-1,8,-1,-1,-1,8,-1,8,-1,12,8,-1,-1,12,0,22,D,30,,-1,,-1,,-1,,-1,True,"[""Fey Ancestry""]",Wis,"B, F,L,N,P,S,T",CD,,"[""charisma"",""constitution"",""dexterity"",""strength"",""wisdom""]",True,,True,False,,,,-1,0,,,,False,,,,,"[""Auran"",""Common"",""Druidic"",""Elvish""]","AU,C,DU,E",,,AOE,TDCSR,False,"[""Vox Machina""]",,-1,,,,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1489,1489,Violet Fungus,0,0,4,5,18,4d8,U,plant,,,M,3,1,10,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,B,5,,-1,,-1,,-1,,-1,True,"[""False Appearance""]",,,,,,True,"[""Multiattack""]",False,False,,N,,-1,0,,,,False,,,,"[""blinded"",""deafened"",""frightened""]",,,,underdark,"MW, RCH",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
1160,1160,Giant Slug,0,0,9,13,66,6d10 + 18,U,monstrosity,,,L,14,13,16,1,12,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,D,10,,-1,,10,,-1,,-1,True,"[""Keen Senses"",""Spider Climb""]",Wis,"O,R",I,,"[""wisdom""]",True,"[""Multiattack"",""Tentacles""]",False,True,"[""paralyzed"",""poisoned""]","B, I,P","[""constitution""]",-1,0,,,,False,,,,,"[""Abyssal"",""Aquan"",""Common""]","AB,AQ,C",,,"MW, RCH",TTP,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1762,1762,Adult Blue Dracolich,0,0,23,19,225,18d12 + 108,L E,undead,,,H,25,10,23,16,15,19,10,-1,8,12,6,-1,-1,-1,-1,14,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,24,"B, SD",40,,30,,-1,,80,,-1,True,"[""Legendary Resistances"",""Magic Resistance""]",,,,,,True,"[""Breath Weapon"",""Frightful Presence"",""Multiattack""]",False,False,"[""frightened"",""prone""]","B, L,P,S","[""dexterity"",""wisdom""]",-1,0,"B, L","[""constitution"",""dexterity""]","[""blinded"",""prone"",""restrained""]",False,"[""necrotic""]",,"[""lightning"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned""]","[""Common"",""Draconic""]","C,DR",,desert,"AOE, MW, RCH",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
544,544,Oriq Recruiter,0,0,10,16,55,10d8 + 10,L E,humanoid,warlock,,M,10,14,12,17,15,18,6,5,4,-1,-1,-1,5,-1,4,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,6,-1,-1,-1,0,12,,30,,-1,,-1,,-1,,-1,True,,Cha,,O,"[""charmed""]","[""wisdom""]",True,"[""Multiattack""]",False,False,,Y,,-1,0,,,,False,"[""psychic""]",,,"[""charmed"",""frightened""]","[""Common plus any two languages""]","C,X",,,,SCC,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1
535,535,Endelyn Moongrave,0,0,12,17,114,12d8 + 60,N E,fey,hag,,M,20,13,20,13,10,17,6,4,3,8,-1,-1,7,-1,-1,3,-1,4,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,0,13,U,30,,-1,,30,,-1,,-1,True,,Cha,,O,,"[""charisma"",""wisdom""]",True,"[""Multiattack""]",False,False,,Y,,-1,0,,,,False,,,,,"[""Common"",""Elvish"",""Sylvan""]","C,E,S",,,,WBtW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1
2867,2867,Duergar Spy,0,1,8,15,33,6d8 + 6,L E,humanoid,dwarf,,M,10,16,12,12,10,13,-1,-1,-1,-1,-1,-1,-1,-1,2,4,-1,7,5,-1,-1,-1,5,-1,-1,-1,3,-1,5,-1,0,14,SD,25,,-1,,-1,,-1,,-1,True,"[""Sneak Attack"",""Sunlight Sensitivity""]",,,,,,True,"[""Multiattack""]",False,False,"[""invisible""]",P,,-1,0,,,,False,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U","hand crossbow, shortsword",,"MLW,MW, RNG, RW",TftYP,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
2941,2941,Drowned Blade,0,1,8,10,45,6d8 + 18,C E,undead,,,M,16,8,16,3,9,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,D,30,,-1,,-1,,-1,,-1,True,"[""Undead Fortitude""]",,,,,,True,"[""Multiattack""]",False,False,,S,"[""constitution""]",-1,0,,,,False,,,"[""poison""]","[""poisoned""]","[""understands the languages it knew in life but can't speak""]","CS,LF",,,"MLW,MW",GoS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2282,2282,Corpse Walker,0,0,12,14,82,11d8 + 33,N E,undead,,,M,16,13,17,6,10,6,-1,-1,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Sunlight Sensitivity"",""Undead Fortitude""]",,,,,,True,"[""Multiattack""]",False,False,,"B, N,R","[""charisma"",""constitution""]",-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""necrotic"",""poison""]","[""exhaustion"",""poisoned""]","[""understands languages it knew in life but can't speak""]","CS,LF",,,"CUR, HPR, MW",GHLoE,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1818,1818,Adult Black Dragon,0,0,20,19,195,17d12 + 85,C E,dragon,,,H,23,14,21,14,13,17,8,-1,6,10,7,-1,-1,-1,-1,11,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,21,"B, SD",40,,-1,,-1,,80,,40,True,"[""Amphibious"",""Legendary Resistances""]",,,,,,True,"[""Breath Weapon"",""Frightful Presence"",""Multiattack""]",False,False,"[""frightened"",""prone""]","A, B, P,S","[""dexterity"",""wisdom""]",-1,0,"I,P","[""constitution"",""strength""]","[""poisoned"",""prone"",""restrained""]",False,,,"[""acid""]",,"[""Common"",""Draconic""]","C,DR",,swamp,"AOE, MW, RCH",MM,False,"[""Chromatic Dragon""]",,-1,,True,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
259,259,Cloud Giant Smiling One,0,0,17,15,250,20d12 + 120,C N,giant,,,H,26,12,22,15,16,17,7,6,-1,10,-1,-1,-1,-1,7,11,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,9,-1,0,21,,40,,-1,,-1,hover,40,,-1,True,,Cha,,O,"[""invisible""]","[""dexterity"",""wisdom""]",True,"[""Multiattack"",""Shapechanger""]",True,False,,"B, O,Y",,-1,0,,,,False,,,,,"[""Common"",""Giant""]","C,GI",,mountain,"MW, RCH",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
304,304,Kishi Demon,0,0,14,18,119,14d8 + 56,C E,fiend,demon,,M,19,20,19,15,11,22,-1,-1,3,7,8,-1,-1,-1,-1,3,9,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,0,13,SD,50,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",Cha,,O,"[""charmed""]","[""wisdom""]",True,"[""Multiattack""]",True,False,,"C,P",,-1,0,,,,False,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""poisoned""]","[""Abyssal"",""Celestial"",""Common"",""Draconic"",""telepathy 120 ft.""]","AB,C,CE,DR,TP",spear,"planar, urban","MLW,MW, RW, THW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
1168,1168,Githzerai Zerth,0,0,12,17,84,13d8 + 26,L N,humanoid,gith,,M,13,18,15,16,17,12,-1,6,6,-1,7,4,6,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,,30,,-1,,-1,,-1,,-1,True,,Wis,Y,"I,P",,"[""charisma"",""wisdom""]",True,"[""Multiattack""]",False,False,,"B, Y",,-1,0,,,,False,,,,,gith,GTH,,,MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1
1709,1709,Astral Dreadnought,0,0,27,20,297,17d20 + 119,U,monstrosity,titan,,G,28,7,25,5,14,18,-1,-1,9,-1,5,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,19,SD,15,,-1,,-1,hover,80,,-1,True,"[""Legendary Resistances"",""Magic Weapons""]",,,,,,True,"[""Multiattack"",""Swallow""]",False,False,"[""incapacitated""]","P,S,Y","[""charisma"",""wisdom""]",-1,0,,,,False,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned"",""prone"",""stunned""]",,,,,"AOE, MW, RCH",MTF,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1
3088,3088,Mantrap,0,1,7,12,45,7d10 + 7,U,plant,,,L,15,14,12,1,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,T,5,,-1,,-1,,-1,,-1,True,"[""False Appearance""]",,,,,,True,,False,False,"[""blinded"",""restrained""]",A,"[""wisdom""]",-1,0,,,,False,,,,"[""blinded"",""deafened"",""exhaustion"",""prone""]",,,,,MW,ToA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
2968,2968,Giant Toad,0,0,7,11,39,6d10 + 6,U,beast,,,L,15,13,13,2,10,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,20,,-1,,-1,,-1,,40,True,"[""Amphibious""]",,,,,,True,"[""Swallow""]",False,False,"[""blinded"",""grappled"",""restrained""]","A, I,P",,-1,0,,,,False,,,,,,,,"underdark, forest, swamp, desert, coastal",MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
1887,1887,Frost Giant Everlasting One,0,0,18,15,189,14d12 + 98,C E,giant,frost giant,,H,25,9,24,9,10,12,-1,-1,4,11,-1,11,-1,-1,-1,4,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,0,14,D,40,,-1,,-1,,-1,,-1,True,"[""Regeneration""]",,,,,,True,"[""Multiattack""]",False,False,,"B, S",,-1,0,,,,False,,,"[""cold""]",,"[""Giant""]",GI,greataxe,"coastal, arctic","MLW,MW, RCH, RW",VGM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
270,270,Goblin Psi Brawler,0,1,8,15,31,7d6 + 7,A,aberration,goblinoid,,S,9,17,12,16,15,10,-1,5,4,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,D,30,,-1,,-1,,-1,,-1,True,,,,,,,True,"[""Multiattack""]",True,False,"[""prone""]","B, Y","[""intelligence"",""strength""]",-1,0,,,,False,"[""psychic""]",,,,"[""Common"",""Goblin"",""telepathy 30 ft.""]","C,GO,TP",,,"AOE, MW",PaBTSO,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2182,2182,Dragonborn of Tiamat,0,0,13,18,85,10d8 + 40,C E,humanoid,,,M,20,11,18,10,12,16,6,-1,4,7,-1,8,-1,-1,-1,4,-1,-1,-1,-1,-1,8,-1,6,-1,-1,-1,-1,-1,-1,0,14,,30,,-1,,-1,,-1,,-1,True,"[""Legendary Resistances""]",,,,,,True,"[""Breath Weapon"",""Multiattack""]",False,False,"[""frightened""]","N,S","[""wisdom""]",-1,0,,,,False,,,,"[""frightened""]","[""Common"",""Draconic""]","C,DR",greataxe,,"AOE, MLW,MW",FTD,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2782,2782,Giant Crayfish,0,1,8,15,45,7d10 + 7,U,beast,,,L,15,13,13,1,9,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,B,30,,-1,,-1,,-1,,30,True,"[""Amphibious""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled""]",B,,-1,0,,,,False,,,,,,,,,MW,TftYP,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
