name,_copy/name,_copy/_mod/*/flags,_copy/_mod/_/mode,_copy/_mod/_/spells/7,_copy/_mod/action,_copy/_mod/action/items/entries,_copy/_mod/action/items/name,_copy/_mod/action/mode,_copy/_mod/action/replace,_copy/_mod/trait/items,_copy/_mod/trait/mode,_copy/_templates,_copy/source,_copy/_mod/action/names,_copy/_mod/resist/items,_copy/_mod/spellcasting/items/name,_copy/_mod/spellcasting/items/spells/1/slots,_copy/_mod/spellcasting/items/spells/1/spells,_copy/_mod/spellcasting/items/spells/2/slots,_copy/_mod/spellcasting/items/spells/2/spells,_copy/_mod/spellcasting/items/spells/3/slots,_copy/_mod/spellcasting/items/spells/3/spells,_copy/_mod/spellcasting/items/spells/4/slots,_copy/_mod/spellcasting/items/spells/4/spells,_copy/_mod/spellcasting/items/spells/5/slots,_copy/_mod/spellcasting/items/spells/5/spells,_copy/_mod/spellcasting/items/spells/6/slots,_copy/_mod/spellcasting/items/spells/6/spells,_copy/_mod/spellcasting/mode,_copy/_mod/resist/mode,_copy/_mod/trait/replace,_copy/_mod/*,_copy/_mod/trait/names,_copy/_mod/action/items,_copy/_mod/trait,level,type/sidekickTags,type/sidekickType,_copy/_mod/conditionImmune/items,_copy/_mod/conditionImmune/mode,_copy/_mod/_/spells/0/spells,_copy/_mod/_/spells/5/spells,_copy/_mod/spellcasting/items/footerEntries,_copy/_mod/spellcasting/items/headerEntries,_copy/_mod/_/spells/3,_copy/_mod/_/daily/1e,_copy/_mod/_/daily/3e,_copy/_mod/_/will,_copy/_mod/_/spells/4,_copy/_mod/_/spells/5,_copy/_mod/trait/items/type,_copy/_preserve/legendaryGroup,_copy/_preserve/hasFluff,_copy/_preserve/hasFluffImages,_copy/_preserve/page,_copy/_preserve/variant,_copy/_mod/spellcasting/items/ability,_copy/_mod/spellcasting/items/will,_copy/_preserve/environment,_copy/_mod/_/spells/2,_copy/_mod/spellcasting/items/spells/0/spells,_copy/_mod/reaction/items/entries,_copy/_mod/reaction/items/name,_copy/_mod/reaction/mode,_copy/_mod/trait/items/page,_copy/_mod/trait/items/source,_copy/_mod/variant,_copy/_mod/languages,_copy/_mod/languages/items,_copy/_mod/languages/mode,_copy/_mod/spellcasting,_copy/_mod/spellcasting/items,_copy,shortName,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reactionHeader,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,legendaryHeader,mythic,mythicHeader,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Reduced-Threat Wyvern,Wyvern,,,,,,,,,,,"[{""name"":""Reduced Threat"",""source"":""TftYP""}]",MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TftYP,FALSE,,,,,,,
Wraith,Wraith,,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSZ,FALSE,,,,,,,
Spirit of Hunger,Wraith,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QftIS,FALSE,,,,,,,
Mormesk the Wraith,Wraith,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PaBTSO,FALSE,,,,,,,
Arcane Wraith,Wraith,,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""ability"":""cha"",""daily"":{""1"":[""{@spell hypnotic pattern}""],""3"":[""{@spell lightning bolt}""]},""headerEntries"":[""The wraith is an 8th-level spellcaster. Its spellcasting ability is Charisma (spell save {@dc 13}, {@hit 5} to hit with spell attacks). The wraith knows the following sorcerer spells:""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell mage hand}"",""{@spell magic missile}"",""{@spell minor illusion}""]}]","L,O",CS,,"[""dexterity"",""wisdom""]",,,,,,,,,,,,,,,,,,,,,,,,,,DoDk,FALSE,,,,,,,
Sled Dog,Wolf,,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RoT,FALSE,,,,,,,
Witchlight Hand (Small),Witchlight Hand (Medium),,,,,,,,,,,,WBtW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,7,2d6,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBtW,FALSE,,,,,,,
Will-o'-Wells,Will-o'-Wisp,,,,,"[""The will-o'-wells grants a boon to one creature it can see within 5 feet of it that isn't an Undead. The boon's recipient gains a {@dice d4} and can, at any time within the next 24 hours, roll this die and add the number rolled to one ability check, attack roll, or saving throw made by it. No creature can have more than one of these magic boons at a time.""]",Magic Boon (Recharges after a Long Rest),appendArr,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,C G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBtW,FALSE,,,,,,,
Undead Soldier,Wight,,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DSotDQ,FALSE,,,,,,,
Torlin Silvershield,Wight,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TftYP,FALSE,,,,,,,
Reduced-Threat Wight,Wight,,,,,,,,,,,"[{""name"":""Reduced Threat"",""source"":""TftYP""}]",MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TftYP,FALSE,,,,,,,
Queen Zanobis,Wight,i,,,"[{""items"":{""entries"":[""The wight makes two scepter attacks or two longbow attacks. It can use its Life Drain in place of one scepter attack.""],""name"":""Multiattack""},""mode"":""replaceArr"",""replace"":""Multiattack""},{""items"":{""entries"":[""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d8 + 2}) bludgeoning damage, or 7 ({@damage 1d10 + 2}) bludgeoning damage if used with two hands.""],""name"":""Longsword""},""mode"":""replaceArr"",""replace"":""Longsword""}]",,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QftIS,FALSE,,,,,,,
Haze Wight,Wight,,,,"[{""items"":[{""entries"":[""The haze wight makes two longsword attacks or two longbow attacks. It can use its Contaminated Touch or Create Haze Husk in place of one longsword attack.""],""name"":""Multiattack""}],""mode"":""replaceArr"",""replace"":""Multiattack""},{""items"":[{""entries"":[""{@atk mw} {@hit 4} to hit, reach 5 ft., one creature. {@h}10 ({@damage 3d6}) necrotic damage. The target must succeed on a {@dc 13} Constitution saving throw or gain one {@adventure level of contamination|DoDk|12}.""],""name"":""Contaminated Touch""},{""entries"":[""The wight targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. It rises as a haze husk in an unoccupied space within 5 feet. The haze husk is under the wight's control. The wight can have no more than 12 haze husks under its control at one time.""],""name"":""Create Haze Husk""}],""mode"":""replaceArr"",""replace"":""Life Drain""}]",,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DoDk,FALSE,,,,,,,
Ferol Sal,Wight,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGW,FALSE,,,,,,,
Eternal,Wight,,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSA,FALSE,,,,,,,
Zuleika Toranescu,Werewolf,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoS,FALSE,,,,,,,
Valendar,Werewolf,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,C G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEoR,FALSE,,,,,,,
Riffel,Werewolf,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,N G,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEoR,FALSE,,,,,,,
Kiril Stoyanovich,Werewolf,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,90,9d8 + 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoS,FALSE,,,,,,,
Emil Toranescu,Werewolf,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,72,9d8 + 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoS,FALSE,,,,,,,
Argentia Skywright,Werewolf,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,N G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEoR,FALSE,,,,,,,
Werejaguar,Weretiger,,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,"[{""flags"":I,""mode"":""replaceTxt"",""replace"":""tiger"",""with"":""jaguar""},{""mode"":""replaceTxt"",""props"":[""name""],""replace"":""Tiger"",""with"":""Jaguar""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Common (can't speak in jaguar form)""]",,,,,TftYP,FALSE,,,,,,,
Dukha Bhatiyali,Weretiger,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JttRC,FALSE,,,,,,,
Azaka Stormfang,Weretiger,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,N G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ToA,FALSE,,,,,,,
Young Wereraven,Wereraven,,,,,,,,,,,,VRGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,7,2d6,L G,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoS,FALSE,,,,,,,
Urwin Martikov,Wereraven,i,,,,,,,,,,,VRGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,L G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoS,FALSE,,,,,,,
Keeper of the Feather,Wereraven,,,,"[{""items"":{""entries"":[""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}1 piercing damage in raven form, or 4 ({@damage 1d4 + 2}) piercing damage in hybrid form.""],""name"":""Beak (Raven or Hybrid Form Only)""},""mode"":""replaceArr"",""replace"":""Beak (Raven or Hybrid Form Only)""}]",,,,,,,,VRGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""ability"":""wis"",""headerEntries"":[""The keeper is a 4th-level spellcaster. Its spellcasting ability is Wisdom (spell save {@dc 12}, {@hit 4} to hit with spell attacks). It has the following druid spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell druidcraft}"",""{@spell produce flame}"",""{@spell shillelagh}""]},""1"":{""slots"":4,""spells"":[""{@spell entangle}"",""{@spell longstrider}"",""{@spell speak with animals}"",""{@spell thunderwave}""]},""2"":{""slots"":3,""spells"":[""{@spell animal messenger}"",""{@spell barkskin}""]}},""type"":""spellcasting""}]","F,T",CD,,"[""constitution"",""strength""]",,,,,,,,,,,,,,,,,,,,,,,,,,PSI,FALSE,,,,,,,
Davian Martikov,Wereraven,i,,,,,,,,,,,VRGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,L G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoS,FALSE,,,,,,,
Danika Dorakova,Wereraven,i,,,,,,,,,,,VRGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,L G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoS,FALSE,,,,,,,
Turvy,Wererat,i,,,,,,,,,,"[{""name"":""Deep Gnome"",""source"":""DMG""}]",MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Gnomish"",""Terran"",""Undercommon""]",,,,,OotA,FALSE,,,,,,,
Topsy,Wererat,i,,,,,,,,,,"[{""name"":""Deep Gnome"",""source"":""DMG""}]",MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Gnomish"",""Terran"",""Undercommon""]",,,,,OotA,FALSE,,,,,,,
Svirfneblin Wererat,Wererat,,,,,,,,,,,"[{""name"":""Deep Gnome"",""source"":""DMG""}]",MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,OotA,FALSE,,,,,,,
Raggadragga,Wereboar,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,120,12d8 + 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BGDIA,FALSE,,,,,,,
Elok Jaharwon,Wereboar,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,N E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ToA,FALSE,,,,,,,
Eliphas Adulare,Werebear,,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,"[{""flags"":I,""mode"":""replaceTxt"",""replace"":""the werebear"",""with"":""Eliphas""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""ability"":""int"",""daily"":{""1e"":[""{@spell phantasmal force}"",""{@spell shatter}""],""2e"":[""{@spell detect magic}"",""{@spell fog cloud}""]},""displayAs"":""action"",""headerEntries"":[""Eliphas casts one of the following spells, using Intelligence as the spellcasting ability (save {@dc 15}):""],""name"":""Spellcasting (Humanoid or Hybrid Form Only)"",""type"":""spellcasting"",""will"":[""{@spell light}"",""{@spell minor illusion}"",""{@spell prestidigitation}""]}]",,,,"[""constitution"",""dexterity"",""intelligence""]",,,,,,,,,,,,,,,,,,,,,,,,,,KftGV,FALSE,,,,,,,
Mobar,Werebat,i,,,,,,,,,appendArr,,WDMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,42,7d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Due to poor depth perception, Mobar has disadvantage on any attack roll against a target more than 30 feet away.""]",Blind Eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDMM,FALSE,,,,,,,
Chimeric Weasel,Weasel,,,,,"[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}1 piercing damage.""]",Bite,replaceArr,Bite,,appendArr,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""The weasel has glowing eyes that emit bright light out in a 20-foot radius and dim light for an additional 20 feet.""]",Chimeric Creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AOE, MW",IDRotF,FALSE,,,,,,,
Wine Weird,Water Weird,,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ToA,FALSE,,,,,,,
Poison Weird,Water Weird,,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""entries"":[""The weird is {@condition invisible} while fully immersed in toxic brew.""],""name"":""Invisible in Water""},{""entries"":[""The weird dies if forced to leave the basin of toxic brew it inhabits, or if a {@spell purify food and drink} spell is cast on the brew.""],""name"":""Brew Bound""},{""entries"":[""A creature takes 10 ({@damage 3d6}) poison damage at the start of each of its turns while {@condition grappled} by a poison weird.""],""name"":""Poisonous Body""}]",,,,,,,,,,,,"[""invisible""]","B, I",,,,,,,,,,,,,,,,,,,WDMM,FALSE,,,,,,,
Kellikilli,Water Weird,i,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PaBTSO,FALSE,,,,,,,
Water Totem Elemental,Water Elemental,,,,,,,,,,,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSX,FALSE,,,,,,,
Stolos,Warlock of the Great Old One,i,,,,,,,,,,,VGM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,N E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,30,,,,,,,,,,,,"[{""entries"":[""{@atk mw} {@hit 3} to hit, reach 5 ft., one target. {@h}8 ({@damage 2d6 + 1}) slashing damage.""],""name"":""Talons""}]",,,,,,"S,Y",,,,,,,,,,,,,,,,,,MW,IMR,FALSE,,,,,,,
Booyahg Slave of the Great Old One,Warlock of the Great Old One,,,,,,,,,,,"[{""name"":""Goblin"",""source"":""DMG""}]",VGM,,,,,,,,,,,,,,,,,,,"[{""mode"":""replaceTxt"",""replace"":""The warlock"",""with"":""The goblin""},{""mode"":""replaceTxt"",""replace"":""the warlock"",""with"":""the goblin""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goblin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGM,FALSE,,,,,,,
Booyahg Slave of the Fiend,Warlock of the Fiend,,,,,,,,,,,"[{""name"":""Goblin"",""source"":""DMG""}]",VGM,,,,,,,,,,,,,,,,,,,"[{""mode"":""replaceTxt"",""replace"":""The warlock"",""with"":""The goblin""},{""mode"":""replaceTxt"",""replace"":""the warlock"",""with"":""the goblin""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goblin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGM,FALSE,,,,,,,
Booyahg Slave of the Archfey,Warlock of the Archfey,,,,,,,,,,,"[{""name"":""Goblin"",""source"":""DMG""}]",VGM,,,,,,,,,,,,,,,,,,,"[{""mode"":""replaceTxt"",""replace"":""The warlock"",""with"":""The goblin""},{""mode"":""replaceTxt"",""replace"":""the warlock"",""with"":""the goblin""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goblin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGM,FALSE,,,,,,,
