name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Thurstwell Vanthampur,TRUE,TRUE,1/8,9,5,2d8 - 4,L E,humanoid,Human,,M,7,8,6,15,17,12,,,,,,,,,5,5,,,,,,,3,,,,,4,,,,15,,30,,,,,,,,,,,TRUE,,"[{""ability"":""wis"",""headerEntries"":[""Thurstwell is a 2nd-level spellcaster. His spellcasting ability is Wisdom (spell save {@dc 13}). He has the following cleric spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell guidance}"",""{@spell sacred flame} (see \""Actions\"" below)"",""{@spell thaumaturgy}""]},""1"":{""slots"":3,""spells"":[""{@spell command}"",""{@spell detect evil and good}"",""{@spell sanctuary}""]}},""type"":""spellcasting""}]",R,CC,"[""prone""]","[""dexterity"",""wisdom""]",TRUE,,,FALSE,,R,"[""dexterity""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Elvish"",""Infernal""]","C,E,I",,,,BGDIA,FALSE,,,,,,,
Tribal Warrior,,,1/8,12,11,2d8 + 2,A,humanoid,any,,M,13,11,12,8,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,,,,,,TRUE,"[""Pack Tactics""]",,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""any one language""]",X,spear,"coastal, mountain, grassland, hill, arctic, forest, swamp, underdark, desert","MLW,MW, RW, THW",MM,FALSE,,,,,,TRUE,
Varnyr,TRUE,TRUE,1/8,15,9,2d8,C G,humanoid,Elf,,M,11,12,11,12,14,16,,,,,,,,,4,,,,,,,,5,,,,5,,,,,12,D,30,,,,,,,,,,,TRUE,"[""Fey Ancestry""]",,,,,,TRUE,"[""Multiattack"",""Parry""]",,TRUE,,B,,,FALSE,,,,FALSE,,,,,"[""Common"",""Elvish""]",C E,,,MW,CM,FALSE,,,,,,,
Warrior of Madarua,FALSE,FALSE,1/8,12,11,2d8 + 2,C G,humanoid,,,M,15,12,13,10,10,10,,,,,,,,,,,,,,3,,,,,,,,2,,,,10,,30,,,,,,,,,,,FALSE,,,,,,,TRUE,"[""Parry""]",,TRUE,,P,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,spear,,"MLW,MW, RW, THW",QftIS,FALSE,,,,,,,
Witchlight Hand (Medium),FALSE,FALSE,1/8,12,9,2d8,A,humanoid,,,M,10,14,11,12,13,12,,,,,,,,,,,,,,,,,,,,,,,6,,,11,,30,,,,,,,,,,,TRUE,,"[{""ability"":""cha"",""displayAs"":""action"",""headerEntries"":[""The hand casts one of the following spells, using Charisma as the spellcasting ability:""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell dancing lights}"",""{@spell message}"",""{@spell prestidigitation}""]}]",,O,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common plus any one language""]","C,X",dagger,,"MLW,MW, RW, THW",WBtW,FALSE,,,,,,,
Xvart,,,1/8,13,7,2d6,C E,humanoid,xvart,,S,8,14,10,8,7,7,,,,,,,,,,,,4,,,,,,,,,,,,,,8,D,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Abyssal""]",AB,"shortsword, sling","underdark, hill","MLW,MW, RNG, RW",VGM,FALSE,,,,,,TRUE,
Xvart Speaker,,,1/8,13,7,2d6,C E,humanoid,xvart,,S,8,14,10,13,7,7,,,,,,,,,,,,4,,,,,,,,,,,,,,8,D,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Abyssal and one additional language (usually Common or Goblin)""]","AB,C,GO,X","shortsword, sling","underdark, hill","MLW,MW, RNG, RW",VGM,FALSE,,,,,,,
Yalah Gralhund,TRUE,TRUE,1/8,15,9,2d8,L E,humanoid,Human,,M,11,12,11,12,16,16,,,,,,,,,5,,,,,,,,5,,,,5,,,,,13,,30,,,,,,,,,,,FALSE,,,,,,,TRUE,"[""Parry""]",,TRUE,,P,,,FALSE,,,,FALSE,,,,,"[""Common"",""Infernal""]","C,I",rapier,,"MLW,MW",WDH,FALSE,,,,,,,
Blood-Toll Harpy,FALSE,,1/8,11,9,2d8,C E,monstrosity,,,M,12,13,10,6,11,13,,,,,,,,,,,,,,,,,,3,,,,,,,,10,,20,,,,,,40,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,"[""Common""]",C,,,MW,MOT,FALSE,,,,,,,
Displacer Beast Kitten,FALSE,FALSE,1/8,12,9,2d6 + 2,U,monstrosity,,,S,12,13,12,4,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Tentacles""]",,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,,,,,MW,WBtW,FALSE,,,,,,,
Gremishka,FALSE,,1/8,12,10,4d4,,monstrosity,,,T,6,14,10,12,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,FALSE,,,,,,,TRUE,,,TRUE,,"O,P","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""understands Common but can't speak""]","C,CS",,,"AOE, MW",VRGR,FALSE,,,,,,,
Hoard Scarab,,,1/8,14,7,3d4,U,monstrosity,,,T,4,16,11,3,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,9,"D, T",20,,20,,,,20,,,,,TRUE,"[""False Appearance""]",,,,,,TRUE,,"[{""entries"":[""The scarab releases magical glittering dust from its wings. Each creature within 5 feet of the scarab must succeed on a {@dc 13} Dexterity saving throw or be outlined in blue light for 10 minutes. While outlined in this way, a creature sheds dim light in a 10-foot radius and can't benefit from being {@condition invisible}. In addition, every Dragon within 1 mile of the creature becomes aware of it and can unerringly track the creature. Casting {@spell dispel magic} on the creature ends the effect on it.""],""name"":""Scale Dust (1/Day)""}]",FALSE,,P,"[""dexterity""]",,FALSE,,,,FALSE,,,,,,,,,"AOE, MW",FTD,FALSE,,,,,,,
Ratling,FALSE,FALSE,1/8,12,5,2d6 - 2,C E,monstrosity,,,S,7,15,8,8,10,5,,,,,,,,,,,,6,,,,,,,,,,,,,,10,D,30,,,,30,,,,30,,,TRUE,"[""Keen Senses"",""Pack Tactics""]",,,,,,TRUE,,,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Common""]",C,sling,,"MW, RW",DoDk,FALSE,,,,,TRUE,,
Stryx,FALSE,,1/8,12,10,4d4,N,monstrosity,,,T,3,14,11,8,15,6,,,,,,,,,,4,,6,,,,,,,,,,,,,,14,SD,10,,,,,,60,,,,,TRUE,"[""False Appearance"",""Flyby"",""Keen Senses""]","[{""ability"":""wis"",""daily"":{""3e"":[""{@spell comprehend languages}""]},""displayAs"":""action"",""headerEntries"":[""The stryx casts the {@spell comprehend languages} spell, requiring no material components and using Wisdom as the spellcasting ability.""],""hidden"":[""daily""],""name"":""Spellcasting (3/Day)"",""type"":""spellcasting""}]",,O,,,TRUE,,,FALSE,,S,,,FALSE,,,,FALSE,,,,,"[""Common"",""Elvish""]",C E,,"forest, planar",MW,ToB1-2023,FALSE,,,,,,,
Xvart,FALSE,,1/8,13,7,2d6,C E,monstrosity,,,S,8,14,10,8,7,7,,,,,,,,,,,,4,,,,,,,,,,,,,,8,D,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,"[{""entries"":[""The xvart takes the {@action Disengage} action.""],""name"":""Low Cunning""}]",FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Abyssal""]",AB,"shortsword, sling","hill, underdark","MLW,MW, RNG, RW",MPMM,FALSE,,,,,,,
Yeti Tyke,FALSE,FALSE,1/8,11,9,2d6 + 2,C E,monstrosity,,,S,10,11,12,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,9,D,20,,,,20,,,,,,,TRUE,"[""Camouflage"",""Keen Senses""]",,,,,,TRUE,,,FALSE,,"C,S",,,FALSE,,,,FALSE,,,"[""cold""]",,"[""understands Yeti but can't speak""]","CS,OTH",,,MW,IDRotF,FALSE,,,,,,,
Yeti Tyke,,,1/8,11,9,2d6 + 2,special,monstrosity,,,S,10,11,12,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,9,D,20,,,,20,,,,,,,TRUE,"[""Camouflage"",""Keen Senses""]",,,,,,TRUE,,,FALSE,,"C,S",,,FALSE,,,,FALSE,,,"[""cold""]",,"[""understands Yeti but can't speak""]",OTH,,,MW,MGELFT,FALSE,,,,,,,
Young Kruthik,FALSE,,1/8,16,9,2d6 + 2,U,monstrosity,,,S,13,16,13,4,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,10,"D, T",30,,10,,30,,,,,,,TRUE,"[""Keen Senses"",""Pack Tactics"",""Tunneler""]",,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Kruthik""]",OTH,,"desert, mountain, underdark",MW,MTF,FALSE,,,,,,TRUE,
Young Kruthik,FALSE,,1/8,16,9,2d6 + 2,U,monstrosity,,,S,13,16,13,4,10,6,,,,,,,,,,4,,,,,,,,,,,,,,,,14,"D, T",30,,10,,30,,,,,,,TRUE,"[""Pack Tactics"",""Tunneler""]",,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Kruthik""]",OTH,,"desert, mountain, underdark",MW,MPMM,FALSE,,,,,,,
Bridesmaid of Zuggtmoy,FALSE,FALSE,1/8,13,22,5d8,C E,plant,,,M,14,11,11,14,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,9,D,20,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,"[""incapacitated"",""poisoned""]",,"[""constitution""]",,FALSE,,,,FALSE,,,,,"[""understands Abyssal but can't speak""]","AB,CS",,,"AOE, DIS",OotA,FALSE,,,,,,,
Drow Spore Servant,FALSE,FALSE,1/8,15,13,3d8,U,plant,,,M,10,14,10,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,B,20,,,,,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,"[""blinded"",""charmed"",""frightened"",""paralyzed""]",,,shortsword,,"MLW,MW",OotA,FALSE,,,,,,,
Gadabout,,,1/8,11,11,2d8 + 2,U,plant,,,M,12,10,14,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,B,10,,,,,hover,60,,,,,TRUE,"[""Unusual Nature""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""grappled""]",S,,,FALSE,,,,FALSE,,"[""fire""]",,"[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""paralyzed"",""petrified""]",,,,,MW,MCV1SC,FALSE,,,,,,,
Twig Blight,,,1/8,13,4,1d6 + 1,N E,plant,,,S,6,13,12,4,8,3,,,,,,,,,,,,3,,,,,,,,,,,,,,9,B,20,,,,,,,,,,,TRUE,"[""False Appearance""]",,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,"[""fire""]",,"[""blinded"",""deafened""]","[""understands Common but can't speak""]","C,CS",,forest,MW,MM,FALSE,,,,,,TRUE,
Icewind Kobold Zombie,FALSE,FALSE,1/8,9,19,3d6 + 9,N E,undead,,,S,8,6,16,3,6,3,,,0,,,,,,,,,,,,,,,,,,,,,,,8,D,20,,,,,,,,,,,TRUE,"[""Undead Fortitude"",""Unusual Nature""]",,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,"[""poison""]","[""poisoned""]","[""understands Common and Draconic but can't speak""]","C,CS,DR",javelin,,"MLW,MW",IDRotF,FALSE,,,,,,,
Shroud,FALSE,,1/8,11,13,3d8,N E,undead,,,M,4,13,10,2,10,8,,,,,,,,,,,,3,,,,,,,,,,,,,,10,D,0,,,,,hover,30,,,,,TRUE,"[""Amorphous""]",,,,,,TRUE,,"[{""entries"":[""While in dim light or darkness, the shroud takes the Hide action.""],""name"":""Shadow Stealth""}]",FALSE,,N,,,FALSE,,,,FALSE,"[""acid"",""cold"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]","[""radiant""]","[""necrotic"",""poison""]","[""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""Common""]",C,,any,MW,ToB1-2023,FALSE,,,,,,,
Derro,FALSE,,1/4,13,13,3d6 + 3,C E,aberration,,,S,10,14,12,11,5,9,,,,,,,,,,,,4,,,,,,,,,,,,,,7,SD,30,,,,,,,,,,,TRUE,"[""Magic Resistance"",""Sunlight Sensitivity""]",,,,,,TRUE,,,FALSE,"[""prone""]",P,,,FALSE,,,,FALSE,,,,,"[""Dwarvish"",""Undercommon""]","D, U",light crossbow,"mountain, underdark","MLW,MW, RNG, RW",MPMM,FALSE,,,,,,,
Derro Raider,FALSE,FALSE,1/4,12,16,3d6 + 6,C E,aberration,,,S,14,12,14,11,5,9,,,,,,,,,,,,3,,,,4,,,,,,,,,,7,SD,30,,,,,,,,,,,TRUE,"[""Magic Resistance"",""Sunlight Sensitivity""]",,,,,,TRUE,,,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Dwarvish"",""Undercommon""]","D, U",,,"MLW,MW, RW",QftIS,FALSE,,,,,,,
Gibberling,FALSE,,1/4,12,7,2d6,C N,aberration,,,S,10,15,10,6,8,8,,,,,,,,,,,,4,,,,,,,,,,,,,,9,,25,,5,,,,,,,,,TRUE,"[""Light Sensitivity"",""Reckless""]",,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,"[""psychic""]",,,"[""charmed"",""frightened""]",,,dagger,,"MLW,MW",MaBJoV,FALSE,,,,,,,
Ixitxachitl,FALSE,FALSE,1/4,15,18,4d6 + 4,C E,aberration,,,S,12,16,13,12,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,11,D,0,,,,,,,,30,,,FALSE,,,,,,,TRUE,,,TRUE,,P,,,FALSE,,,,FALSE,,,,,"[""Abyssal"",""Ixitxachitl""]","AB,OTH",,,MW,OotA,FALSE,,,,,,,
Ixitxachitl Cleric,FALSE,FALSE,1/4,15,18,4d6 + 4,C E,aberration,,,S,12,16,13,12,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,11,D,0,,,,,,,,30,,,FALSE,,"[{""ability"":""wis"",""headerEntries"":[""The ixitxachitl is a 5th-level spellcaster that uses Wisdom as its spellcasting ability (spell save {@dc 11}, {@hit 3} to hit with spell attacks). The ixitxachitl has the following cleric spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell guidance}"",""{@spell thaumaturgy}""]},""1"":{""slots"":4,""spells"":[""{@spell charm person}"",""{@spell create or destroy water}""]},""2"":{""slots"":3,""spells"":[""{@spell hold person}"",""{@spell silence}""]},""3"":{""slots"":2,""spells"":[""{@spell dispel magic}"",""{@spell tongues}""]}},""type"":""spellcasting""}]",,CC,,"[""wisdom""]",TRUE,,,TRUE,,P,,,FALSE,,,,FALSE,,,,,"[""Abyssal"",""Ixitxachitl""]","AB,OTH",,,MW,OotA,FALSE,,,,,,,
Star Spawn Grue,FALSE,,1/4,11,17,5d6,L E,aberration,,,S,6,13,10,9,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,P,"[""wisdom""]",,FALSE,,,,FALSE,,,"[""psychic""]",,"[""Deep Speech""]",DS,,"mountain, swamp",MW,MTF,FALSE,,,,,,TRUE,
Star Spawn Grue,FALSE,,1/4,11,17,5d6,N E,aberration,,,S,6,13,10,9,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,P,"[""wisdom""]",,FALSE,,,,FALSE,,,"[""psychic""]",,"[""Deep Speech""]",DS,,"mountain, swamp",MW,MPMM,FALSE,,,,,,,
Axe Beak,,,1/4,11,19,3d10 + 3,U,beast,,,L,14,12,12,2,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,10,,50,,,,,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,S,,,FALSE,,,,FALSE,,,,,,,,"grassland, hill",MW,MM,FALSE,,,,,,TRUE,
Birdsquirrel,TRUE,TRUE,1/4,13,10,,U,beast,,,T,6,14,13,4,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,,20,,,,20,,30,,,,,TRUE,"[""Pack Tactics""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,,,,,MW,AWM,FALSE,,,,,,,
Boar,,,1/4,11,11,2d8 + 2,U,beast,,,M,13,11,12,2,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,9,,40,,,,,,,,,,,TRUE,"[""Charge""]",,,,,,TRUE,,,FALSE,"[""prone""]",S,"[""strength""]",,FALSE,,,,FALSE,,,,,,,,"grassland, forest, hill",MW,MM,FALSE,,,,,,TRUE,
Constrictor Snake,,,1/4,12,13,2d10 + 2,U,beast,,,L,15,14,12,1,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,10,B,30,,,,,,,,30,,,FALSE,,,,,,,TRUE,,,FALSE,"[""grappled"",""restrained""]","B, P",,,FALSE,,,,FALSE,,,,,,,,"underwater, forest, swamp, desert",MW,MM,FALSE,,,,,,TRUE,
Cow,,,1/4,10,15,2d10 + 4,U,beast,,,L,18,10,14,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,,,,,,TRUE,"[""Charge""]",,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,,,,grassland,MW,VGM,FALSE,,,,,,,
Deep Rothé,,,1/4,10,13,2d8 + 4,U,beast,,,M,18,10,14,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,TRUE,"[""Charge""]","[{""ability"":""cha"",""headerEntries"":[""The deep rothé's spellcasting ability is Charisma. It can innately cast {@spell dancing lights} at will, requiring no components.""],""hidden"":[""will""],""name"":""Innate Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell dancing lights}""]}]",,I,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,,,,underdark,MW,VGM,FALSE,,,,,,TRUE,
Deep Rothé,FALSE,,1/4,10,13,2d8 + 4,U,beast,cattle,,M,18,10,14,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,TRUE,"[""Beast of Burden""]","[{""ability"":""wis"",""displayAs"":""action"",""headerEntries"":[""The rothé casts {@spell dancing lights}, requiring no spell components and using Wisdom as the spellcasting ability.""],""hidden"":[""will""],""name"":""Dancing Lights"",""type"":""spellcasting"",""will"":[""{@spell dancing lights}""]}]",,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,,,,underdark,MW,MPMM,FALSE,,,,,,,
Dimetrodon,,,1/4,12,19,3d8 + 6,U,beast,,,M,14,10,15,2,10,5,,,,,,,,,,2,,,,,,,,,,,,,,,,12,,30,,,,,,,,20,,,FALSE,,,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,,,,"swamp, coastal",MW,VGM,FALSE,"[""Dinosaurs""]",,,,,TRUE,
Dimetrodon,FALSE,,1/4,12,19,3d8 + 6,U,beast,dinosaur,,M,14,10,15,2,10,5,,,,,,,,,,2,,,,,,,,,,,,,,,,12,,30,,,,,,,,20,,,FALSE,,,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,,,,"coastal, swamp",MW,MPMM,FALSE,,,,,,,
Draft Horse,,,1/4,10,19,3d10 + 3,U,beast,,,L,18,10,12,2,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,10,,40,,,,,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,B,,,FALSE,,,,FALSE,,,,,,,,urban,MW,MM,FALSE,,,,,,TRUE,
Elk,,,1/4,10,13,2d10 + 2,U,beast,,,L,16,10,12,2,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,10,,50,,,,,,,,,,,TRUE,"[""Charge""]",,,,,,TRUE,,,FALSE,"[""prone""]",B,"[""strength""]",,FALSE,,,,FALSE,,,,,,,,"grassland, forest, hill",MW,MM,FALSE,,,,,,TRUE,
Fastieth,FALSE,FALSE,1/4,14,9,2d8,U,beast,,,M,12,18,10,4,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,10,,50,,,,,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,,,,,MW,ERLW,FALSE,"[""Dinosaurs""]",,,,,,
Garroter Crab,FALSE,,1/4,13,18,4d4 + 8,U,beast,,,T,14,10,14,1,10,2,,,,,,,,,,,,,,,,4,,,,,,,,,,10,D,30,,,,,,,,20,,,TRUE,"[""Amphibious""]",,,,,,TRUE,,,FALSE,"[""grappled""]",S,,,FALSE,,,,FALSE,,,,,,,,"forest, underwater","MLW,MW, RCH",ToB1-2023,FALSE,,,,,,,
Giant Badger,,,1/4,10,13,2d8 + 4,U,beast,,,M,13,10,15,2,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,11,D,30,,10,,,,,,,,,TRUE,"[""Keen Senses""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,,,,forest,MW,MM,FALSE,,,,,,TRUE,
Giant Bat,,,1/4,13,22,4d10,U,beast,,,L,15,16,11,2,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,11,B,10,,,,,,60,,,,,TRUE,"[""Keen Senses""]",,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,,,,"underdark, forest",MW,MM,FALSE,,,,,,TRUE,
Giant Centipede,,,1/4,13,4,1d6 + 1,U,beast,,,S,5,14,12,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,8,B,30,,,,30,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,"[""paralyzed"",""poisoned""]","I,P","[""constitution""]",,FALSE,,,,FALSE,,,,,,,,"underdark, urban",MW,MM,FALSE,,,,,,TRUE,
Giant Frog,,,1/4,11,18,4d8,U,beast,,,M,12,13,11,2,10,3,,,,,,,,,,2,,3,,,,,,,,,,,,,,12,D,30,,,,,,,,30,,,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Swallow""]",,FALSE,"[""blinded"",""grappled"",""restrained""]","A, P",,,FALSE,,,,FALSE,,,,,,,,"forest, swamp",MW,MM,FALSE,,,,,,TRUE,
Giant Lizard,,,1/4,12,19,3d10 + 3,U,beast,,,L,15,12,13,2,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,30,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,,,,"underdark, forest, swamp, desert, coastal",MW,MM,FALSE,,,,,TRUE,TRUE,
Giant Owl,,,1/4,12,19,3d10 + 3,N,beast,,,L,13,15,12,8,13,10,,,,,,,,,,5,,4,,,,,,,,,,,,,,15,SD,5,,,,,,60,,,,,TRUE,"[""Flyby"",""Keen Senses""]",,,,,,TRUE,,,FALSE,,S,,,FALSE,,,,FALSE,,,,,"[""Giant Owl"",""understands Common, Elvish, and Sylvan but can't speak them""]","C,CS,E,OTH,S",,"forest, hill, arctic",MW,MM,FALSE,,,,,,TRUE,
Giant Poisonous Snake,,,1/4,14,11,2d8 + 2,U,beast,,,M,10,18,13,2,10,3,,,,,,,,,,2,,,,,,,,,,,,,,,,12,B,30,,,,,,,,30,,,FALSE,,,,,,,TRUE,,,FALSE,,"I,P","[""constitution""]",,FALSE,,,,FALSE,,,,,,,,"underdark, grassland, forest, swamp, urban, desert","MW, RCH",MM,FALSE,,,,,,TRUE,
Giant Riding Lizard,FALSE,FALSE,1/4,12,19,3d10 + 3,U,beast,,,L,15,12,13,2,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,30,,,,,,,TRUE,"[""Spider Climb""]",,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,,,,,MW,OotA,FALSE,,,,,,,
Giant Snail,FALSE,FALSE,1/4,11,22,4d10,U,beast,,,L,15,3,11,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,10,,,,10,,,,,,,TRUE,,,,,,,TRUE,,,FALSE,,B,,,FALSE,,,,FALSE,,,,,,,,,MW,WBtW,FALSE,,,,,,,
Giant Space Hamster,,,1/4,11,22,4d10,U,beast,,,L,14,12,10,2,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,11,,30,,10,,,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,,,,,MW,BAM,FALSE,,,,,,,
Giant Wolf Spider,,,1/4,13,11,2d8 + 2,U,beast,,,M,12,16,13,3,12,4,,,,,,,,,,3,,7,,,,,,,,,,,,,,13,"B, D",40,,,,40,,,,,,,TRUE,"[""Spider Climb"",""Web Sense"",""Web Walker""]",,,,,,TRUE,,,FALSE,"[""paralyzed"",""poisoned""]","I,P","[""constitution""]",,FALSE,,,,FALSE,,,,,,,,"grassland, forest, hill, desert, coastal",MW,MM,FALSE,,,,,,TRUE,
Guthash,TRUE,TRUE,1/4,12,16,2d6,U,beast,,,M,7,15,11,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,P,"[""constitution""]",,FALSE,,,,FALSE,,,,,,,,,"DIS, MW",TftYP,FALSE,,,,,,,
Hadrosaurus,,,1/4,11,19,3d10 + 3,U,beast,,,L,15,10,13,2,10,5,,,,,,,,,,2,,,,,,,,,,,,,,,,12,,40,,,,,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,B,,,FALSE,,,,FALSE,,,,,,,,"grassland, swamp",MW,VGM,FALSE,"[""Dinosaurs""]",,,,,TRUE,
Hadrosaurus,FALSE,,1/4,11,19,3d10 + 3,U,beast,dinosaur,,L,15,10,13,2,10,5,,,,,,,,,,2,,,,,,,,,,,,,,,,12,,40,,,,,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,B,,,FALSE,,,,FALSE,,,,,,,,"grassland, swamp",MW,MPMM,FALSE,,,,,,,
Maxeene,TRUE,TRUE,1/4,10,19,3d10 + 3,U,beast,,,L,18,10,12,10,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,10,,40,,,,,,,,,,,FALSE,,,,,,,TRUE,,,FALSE,,B,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,,,MW,WDH,FALSE,,,,,,,
